"","user_id","gender","age_group","city"
"221641",284938,"Женщина","35-44","Санкт-Петербург"
"221647",1076284,"Мужчина","25-34","Екатеринбург"
"222088",108526,"Женщина","35-44","Москва"
"222312",1331243,"Женщина","45-54","Москва"
"222412",1174475,"Женщина","35-44","Москва"
"222522",1021188,"Женщина","25-34","Москва"
"222570",1248183,"Женщина","15-24","Екатеринбург"
"222726",1443378,"Мужчина","35-44","Москва"
"222956",1517015,"Женщина","35-44","Кемерово"
"223112",1011710,"Мужчина",NA,"Ярославль"
"223336",222776,"Мужчина","25-34","Санкт-Петербург"
"223417",1770532,"Женщина","25-34","Нижний Новгород"
"223538",1222678,"Мужчина","35-44","Московская Область"
"223898",1940228,"Мужчина","45-54","Москва"
"223928",210232,"Женщина","75 и старше","Екатеринбург"
"224217",1996063,"Мужчина","25-34","Новороссийск"
"224283",1649070,"Женщина","35-44","Тюмень"
"224643",2399574,"Женщина","35-44","Москва"
"224721",1838473,"Мужчина","15-24","Ростов-на-Дону"
"224736",1195287,"Мужчина","25-34","Санкт-Петербург"
"224835",1761835,"Мужчина","25-34","Волгоград"
"225043",1353807,"Мужчина","25-34","Уфа"
"225526",446114,"Женщина","25-34","Самара"
"226332",1619789,"Мужчина","15-24","Волгоград"
"226422",877487,"Женщина","25-34","Москва"
"226609",674140,"Женщина","35-44","Калуга"
"227197",337645,"Женщина",NA,"Самара"
"227261",784878,"Женщина","25-34","Челябинск"
"227309",836001,"Женщина","25-34","Казань"
"227564",785738,"Мужчина","25-34","Красноярск"
"227844",823864,"Мужчина","35-44","Москва"
"228024",786793,"Женщина","35-44","Калининград"
"228276",1615900,"Женщина","15-24","Астрахань"
"228599",1189753,"Женщина","45-54","Самара"
"228611",1096597,"Женщина","35-44","Красноярск"
"228626",841232,"Женщина","25-34","Омск"
"229146",1782267,"Женщина","25-34","Московская Область"
"229152",1782267,"Женщина",NA,"Московская Область"
"230490",558495,"Женщина","25-34","Волгоград"
"230590",407856,"Мужчина","25-34","Самара"
"230968",1873836,"Мужчина",NA,"Новосибирск"
"231543",2774164,"Женщина","25-34","Тобольск"
"231561",930352,"Женщина","25-34","Москва"
"231603",794955,"Женщина","15-24","Самара"
"232131",215763,"Мужчина","75 и старше","Самара"
"233251",2322768,"Женщина","55-64","Самара"
"233255",956908,"Мужчина","25-34","Волгоград"
"233687",1459429,"Женщина","35-44","Тверь"
"233777",2044968,"Мужчина","25-34","Москва"
"233985",1249693,"Мужчина","25-34","Волгоград"
"234167",1874212,"Женщина","25-34","Москва"
"234363",1258275,"Женщина","25-34","Казань"
"234531",1100336,"Женщина","35-44","Самара"
"234631",2058521,"Мужчина","25-34","Москва"
"234719",1343583,"Мужчина","35-44","Москва"
"234851",1845430,"Женщина","25-34","Ярославль"
"234886",1766631,"Женщина","55-64","Новосибирск"
"235081",1269334,"Женщина","25-34","Тверь"
"235442",2058791,"Женщина","25-34","Пермь"
"235574",897677,"Женщина","25-34","Пермь"
"235655",2059017,"Мужчина","45-54","Кемерово"
"235703",1838365,"Женщина","35-44","Москва"
"236153",2058565,"Женщина","15-24","Самара"
"236171",628896,"Женщина","25-34","Новосибирск"
"236213",1549530,"Мужчина","25-34","Саратов"
"236367",1941446,"Мужчина","25-34","Новосибирск"
"236477",1764590,"Мужчина","35-44","Тверь"
"236673",405982,"Мужчина","35-44","Екатеринбург"
"236817",397876,"Женщина","15-24","Екатеринбург"
"236947",1555058,"Мужчина","15-24","Астрахань"
"237219",1924600,"Мужчина","35-44","Москва"
"237235",858511,"Мужчина","25-34","Москва"
"237315",1605658,"Мужчина","25-34","Саратов"
"237322",1847601,"Мужчина","25-34","Саратов"
"237352",297893,"Мужчина","45-54","Волгоград"
"237748",1535307,"Женщина","35-44","Краснодар"
"237916",1664047,"Женщина","15-24","Казань"
"238051",1977698,"Женщина","25-34","Екатеринбург"
"238595",1971233,"Женщина","25-34","Волгоград"
"238600",440776,"Мужчина","25-34","Красноярск"
"238668",1348194,"Женщина","55-64","Ростов-на-Дону"
"239422",1773313,"Женщина","25-34","Новосибирск"
"239510",2059597,"Женщина","25-34","Санкт-Петербург"
"239522",1468972,"Женщина","55-64","Санкт-Петербург"
"239998",228790,"Женщина","35-44","Красноярск"
"240082",1616511,"Женщина","35-44","Уфа"
"240595",1959124,"Женщина","25-34","Рязань"
"240658",807625,"Женщина","25-34","Тюмень"
"240778",1236893,"Мужчина","25-34","Калининград"
"241310",1179261,"Мужчина","15-24","Москва"
"241492",1603736,"Мужчина","25-34","Иваново"
"241555",2141348,"Женщина","45-54","Москва"
"241567",939284,"Женщина","25-34","Омск"
"242497",2514831,"Мужчина","25-34","Новосибирск"
"242518",1689080,"Женщина","25-34","Санкт-Петербург"
"242714",1952779,"Мужчина","15-24","Тюмень"
"242814",1754802,"Женщина","25-34","Пермь"
"243022",658725,"Женщина","35-44","Самара"
"243307",1053746,"Женщина","35-44","Омск"
"243923",1888808,"Женщина","35-44","Москва"
"243959",1978084,"Мужчина","45-54","Москва"
"244124",1461080,"Женщина","15-24","Московская Область"
"244260",726875,"Женщина","25-34","Санкт-Петербург"
"244359",821439,"Женщина","25-34","Санкт-Петербург"
"244360",355661,"Мужчина","25-34","Челябинск"
"244568",1463272,"Женщина","25-34","Нижний Новгород"
"244802",1017785,"Женщина","25-34","Тюмень"
"244822",1449541,"Мужчина","75 и старше","Самара"
"245221",1503786,"Женщина","25-34","Москва"
"245364",1629697,"Мужчина","25-34","Ульяновск"
"245394",1847114,"Женщина","15-24","Владимир"
"245619",1881595,"Мужчина","25-34","Москва"
"245795",1105192,"Мужчина","25-34","Казань"
"245938",1360479,"Женщина","35-44","Воронеж"
"246442",484733,"Женщина","25-34","Новосибирск"
"246506",1996842,"Женщина","15-24","Магнитогорск"
"246508",877799,"Женщина","25-34","Красноярск"
"246608",873342,"Женщина","25-34","Екатеринбург"
"246846",1416223,"Мужчина","25-34","Рязань"
"246857",1611074,"Женщина","25-34","Рязань"
"247409",1201888,"Мужчина","35-44","Екатеринбург"
"247508",1812993,"Женщина","25-34","Москва"
"247564",2063570,"Мужчина","15-24","Челябинск"
"247580",1963767,"Женщина","25-34","Майкоп"
"247723",1950276,"Женщина","25-34","Екатеринбург"
"247771",1875751,"Мужчина","25-34","Москва"
"247891",2041469,"Женщина","25-34","Новосибирск"
"247906",2065275,"Мужчина","25-34","Москва"
"248214",1886989,"Мужчина","15-24","Москва"
"248344",1822542,"Женщина","25-34","Ставрополь"
"248393",408069,"Женщина","35-44","Краснодар"
"249719",1806312,"Женщина","35-44","Казань"
"249775",1388373,"Женщина","25-34","Казань"
"249967",1064742,"Мужчина","25-34","Москва"
"250171",911743,"Женщина","25-34","Тюмень"
"250846",1768763,"Мужчина","25-34","Томск"
"250871",1301791,"Женщина","25-34","Казань"
"251096",1661880,"Женщина","45-54","Иваново"
"251159",1207965,"Женщина","15-24","Челябинск"
"251834",1264244,"Женщина","25-34","Воронеж"
"251933",1611636,"Женщина","25-34","Казань"
"252029",1308779,"Женщина","45-54","Волгоград"
"252253",1757259,"Женщина","15-24","Москва"
"252281",2030998,"Женщина","25-34","Москва"
"252337",316530,"Женщина","25-34","Краснодар"
"254632",2239902,"Мужчина","25-34","Казань"
"254640",2348768,"Женщина","35-44","Москва"
"254655",1760313,"Женщина","35-44","Москва"
"254664",587746,"Женщина","25-34","Екатеринбург"
"255676",1258160,"Женщина","25-34","Санкт-Петербург"
"255775",907563,"Женщина","45-54","Рязань"
"256063",1771534,"Мужчина","25-34","Санкт-Петербург"
"256198",1516433,"Женщина","25-34","Красноярск"
"256278",468569,"Женщина","25-34","Новосибирск"
"256446",1584615,"Женщина","25-34","Кемерово"
"256455",1002816,"Женщина","25-34","Новосибирск"
"256680",261666,"Мужчина","25-34","Краснодар"
"257055",1563592,"Мужчина","35-44","Ульяновск"
"257085",1771521,"Женщина","35-44","Воронеж"
"257166",640707,"Мужчина","25-34","Астрахань"
"257184",1110988,"Мужчина","25-34","Владимир"
"258021",703866,"Мужчина","25-34","Челябинск"
"258069",1001658,"Мужчина","25-34","Владимир"
"259909",535727,"Женщина","25-34","Новосибирск"
"260233",1773082,"Женщина","55-64","Тюмень"
"260503",713251,"Мужчина","15-24","Красноярск"
"260523",1101453,"Женщина","35-44","Екатеринбург"
"261423",294088,"Мужчина","25-34","Московская Область"
"261678",317327,"Женщина","25-34","Краснодар"
"261684",2502734,"Мужчина","25-34","Краснодар"
"261697",1547858,"Женщина","45-54","Челябинск"
"261892",460023,"Женщина","35-44","Новосибирск"
"261991",1774167,"Мужчина","25-34","Казань"
"262071",1334918,"Мужчина","35-44","Москва"
"262299",1538843,"Мужчина","35-44","Воронеж"
"262571",998662,"Женщина","25-34","Екатеринбург"
"262951",1581785,"Женщина","35-44","Ставрополь"
"263172",1346452,"Мужчина","35-44","Москва"
"263304",1681788,"Мужчина","25-34","Москва"
"263403",1496210,"Женщина","35-44","Владимир"
"263723",1996244,"Мужчина","65-74","Волгоград"
"263724",1188828,"Женщина","45-54","Красноярск"
"264142",1692276,"Женщина","25-34","Санкт-Петербург"
"264230",1776147,"Мужчина","15-24","Иркутск"
"264335",376523,"Мужчина","45-54","Санкт-Петербург"
"265295",839086,"Женщина","55-64","Москва"
"265895",1681687,"Мужчина","25-34","Тольятти"
"265961",627338,"Женщина","25-34","Самара"
"265976",142128,"Мужчина","35-44","Москва"
"266130",563929,"Женщина","25-34","Омск"
"266131",412841,"Мужчина","25-34","Омск"
"266246",1474253,"Мужчина","65-74","Нижний Новгород"
"266302",801691,"Мужчина","25-34","Новосибирск"
"266314",86537,"Женщина","35-44","Москва"
"266344",420889,"Мужчина","55-64","Москва"
"266506",1588085,"Женщина","45-54","Москва"
"266836",219383,"Женщина","25-34","Краснодар"
"266971",1025916,"Женщина","25-34","Москва"
"267127",2093045,"Женщина","25-34","Новороссийск"
"267162",600634,"Женщина","35-44","Омск"
"267282",2150043,"Женщина","25-34","Московская Область"
"267312",1929491,"Женщина","45-54","Томск"
"267422",2065200,"Женщина","25-34","Тюмень"
"267566",1821889,"Женщина","15-24","Тюмень"
"267643",1001600,"Женщина","35-44","Новосибирск"
"267668",1297714,"Мужчина","75 и старше","Екатеринбург"
"267848",1997194,"Мужчина","15-24","Новороссийск"
"267936",1952839,"Женщина","45-54","Москва"
"268145",898820,"Женщина","25-34","Краснодар"
"268313",1806012,"Женщина","35-44","Московская Область"
"268551",647351,"Мужчина","25-34","Москва"
"268587",1698908,"Мужчина","25-34","Ульяновск"
"268767",2065552,"Мужчина","55-64","Московская Область"
"268830",1135626,"Женщина","35-44","Москва"
"268940",1464515,"Женщина","25-34","Волгоград"
"268971",2480058,"Женщина","25-34","Волгоград"
"269005",1306111,"Мужчина","25-34","Екатеринбург"
"269173",1637612,"Мужчина","25-34","Санкт-Петербург"
"269341",1761613,"Женщина","35-44","Волгоград"
"269549",1896654,"Женщина","15-24","Омск"
"269834",510566,"Женщина","25-34","Омск"
"270824",1812816,"Мужчина","55-64","Москва"
"271147",1546057,"Женщина","35-44","Ярославль"
"271303",2065520,"Мужчина","25-34","Москва"
"271507",1333936,"Мужчина","25-34","Волгоград"
"271699",1655460,"Женщина","25-34","Тольятти"
"271729",2066406,"Женщина","25-34","Казань"
"271745",1478717,"Мужчина","25-34","Москва"
"272000",2751916,"Мужчина","25-34","Челябинск"
"272002",1663690,"Женщина","45-54","Москва"
"272226",1376081,"Мужчина","35-44","Москва"
"272310",2066607,"Мужчина","35-44","Брянск"
"272311",1582766,"Мужчина","25-34","Ставрополь"
"272567",1782753,"Женщина","55-64","Иркутск"
"272919",1937146,"Женщина","55-64","Новосибирск"
"272955",1662168,"Женщина","25-34","Новосибирск"
"273210",897154,"Женщина","25-34","Екатеринбург"
"274134",2067336,"Мужчина","25-34","Тюмень"
"274443",1186230,"Женщина","25-34","Самара"
"274452",2304681,"Мужчина","35-44","Москва"
"274484",1294959,"Женщина","35-44","Тверь"
"274533",1949296,"Женщина","55-64","Москва"
"274687",1910223,"Женщина","25-34","Волгоград"
"274911",1652669,"Женщина","15-24","Красноярск"
"275028",1606398,"Женщина","55-64","Тюмень"
"275368",1825800,"Женщина","75 и старше","Омск"
"275588",2068075,"Женщина","25-34","Новосибирск"
"275651",1815758,"Женщина","35-44","Москва"
"276011",1824657,"Женщина","15-24","Московская Область"
"276083",2095482,"Женщина","25-34","Нижний Новгород"
"276092",411729,"Мужчина","35-44","Ижевск"
"276148",1834947,"Женщина",NA,"Санкт-Петербург"
"276184",1437942,"Женщина","25-34","Калуга"
"276393",1592651,"Мужчина","15-24","Москва"
"276465",2845388,"Мужчина","35-44","Москва"
"276469",307331,"Женщина","25-34","Ростов-на-Дону"
"276865",1673025,"Мужчина","55-64","Москва"
"276901",1349365,"Женщина","25-34","Нижний Новгород"
"277189",1885418,"Мужчина","65-74","Новосибирск"
"277397",2068786,"Женщина","25-34","Омск"
"277551",1409350,"Женщина","35-44","Саратов"
"277839",397089,"Женщина","55-64","Челябинск"
"278723",1868920,"Женщина","25-34","Краснодар"
"278919",1883977,"Женщина","25-34","Владимир"
"279009",1646930,"Мужчина","25-34","Пермь"
"279034",2086791,"Женщина","45-54","Уфа"
"279203",832408,"Женщина","15-24","Ярославль"
"279235",1965909,"Мужчина","35-44","Москва"
"279456",334371,"Мужчина","25-34","Самара"
"279596",2069312,"Мужчина","35-44","Набережные Челны"
"279804",1944759,"Мужчина","25-34","Московская Область"
"279912",1990642,"Мужчина","25-34","Москва"
"279961",277782,"Женщина","25-34","Волгоград"
"280025",816303,"Мужчина","25-34","Тюмень"
"280115",2069401,"Женщина","15-24","Екатеринбург"
"280205",1653507,"Женщина","25-34","Астрахань"
"280322",1283397,"Женщина","55-64","Казань"
"280588",1161035,"Женщина","15-24","Краснодар"
"280644",2070304,"Женщина","15-24","Волгоград"
"280664",1929640,"Женщина","25-34","Москва"
"280796",2070390,"Мужчина","15-24","Красноярск"
"280832",2542445,"Женщина","25-34","Ростов-на-Дону"
"280833",1672762,"Женщина","45-54","Челябинск"
"280905",1809568,"Женщина","25-34","Москва"
"281015",121971,"Женщина","35-44","Москва"
"281095",1909511,"Мужчина","25-34","Воронеж"
"281120",1318851,"Мужчина","35-44","Воронеж"
"281405",1994501,"Женщина","25-34","Краснодар"
"281461",1991030,"Мужчина","15-24","Смоленск"
"281486",2028003,"Женщина","15-24","Красноярск"
"281986",454605,"Мужчина","15-24","Самара"
"282426",819344,"Мужчина","25-34","Москва"
"282588",2071339,"Женщина","15-24","Санкт-Петербург"
"282598",1025633,"Женщина","35-44","Красноярск"
"283012",49454,"Женщина","35-44","Москва"
"283024",1383679,"Женщина","35-44","Уфа"
"283696",2328456,"Женщина","25-34","Краснодар"
"283700",2745815,"Женщина","45-54","Нижний Новгород"
"283724",1096128,"Женщина","25-34","Нижний Новгород"
"283856",1926964,"Мужчина","25-34","Красноярск"
"283857",1226662,"Женщина","25-34","Москва"
"283965",2071544,"Женщина","75 и старше","Смоленск"
"283981",1125513,"Женщина","25-34","Екатеринбург"
"284275",1511310,"Мужчина","35-44","Екатеринбург"
"284415",1440177,"Мужчина","15-24","Москва"
"284457",1593410,"Мужчина","25-34","Санкт-Петербург"
"284473",632900,"Мужчина","25-34","Казань"
"284725",1440406,"Мужчина","25-34","Московская Область"
"284825",961543,"Женщина","35-44","Санкт-Петербург"
"285001",1608254,"Женщина","25-34","Воронеж"
"285078",751466,"Женщина","45-54","Москва"
"287143",1051708,"Женщина","15-24","Волгоград"
"287147",719314,"Мужчина","35-44","Москва"
"287163",1857421,"Мужчина","25-34","Москва"
"287251",1569578,"Мужчина","25-34","Ставрополь"
"287574",2072746,"Мужчина","25-34","Москва"
"287654",2073186,"Мужчина","25-34","Новороссийск"
"287696",1805654,"Женщина","15-24","Московская Область"
"287698",2213711,"Женщина","25-34","Новосибирск"
"287713",903970,"Мужчина","25-34","Казань"
"288017",1814757,"Женщина","25-34","Томск"
"288059",1866017,"Мужчина","25-34","Московская Область"
"288140",2157441,"Женщина","25-34","Владикавказ"
"288189",1112454,"Женщина","25-34","Екатеринбург"
"288243",2074000,"Женщина","25-34","Санкт-Петербург"
"288299",2073861,"Женщина","25-34","Владикавказ"
"288309",2073555,"Мужчина","75 и старше","Москва"
"288329",1818002,"Мужчина","25-34","Краснодар"
"288399",1905419,"Женщина","25-34","Волгоград"
"288591",368680,"Женщина","45-54","Ульяновск"
"289095",1826678,"Женщина","25-34","Санкт-Петербург"
"289909",541717,"Женщина","25-34","Томск"
"289963",308230,"Мужчина","35-44","Москва"
"290467",642194,"Женщина","15-24","Краснодар"
"290575",2075515,"Мужчина","35-44","Москва"
"290595",871465,"Женщина","35-44","Москва"
"290705",2472236,"Женщина","75 и старше","Ростов-на-Дону"
"290714",771093,"Мужчина","25-34","Санкт-Петербург"
"290835",243693,"Женщина","15-24","Москва"
"290901",281359,"Мужчина","25-34","Краснодар"
"290921",2074599,"Мужчина","35-44","Москва"
"290985",2075784,"Женщина","35-44","Москва"
"291105",1085394,"Женщина","35-44","Волгоград"
"291185",365813,"Женщина","35-44","Краснодар"
"291451",1366684,"Женщина","25-34","Санкт-Петербург"
"292076",1883435,"Женщина","15-24","Санкт-Петербург"
"292241",1049201,"Женщина","55-64","Ростов-на-Дону"
"292586",1906523,"Женщина","25-34","Омск"
"292736",1302224,"Мужчина","25-34","Екатеринбург"
"293600",2089452,"Мужчина","25-34","Ульяновск"
"293630",1950981,"Женщина","15-24","Москва"
"293672",2292846,"Мужчина","25-34","Санкт-Петербург"
"293676",2076305,"Мужчина","55-64","Москва"
"293740",2079234,"Женщина","25-34","Самара"
"293828",2078391,"Женщина","35-44","Москва"
"293982",1282895,"Женщина","25-34","Краснодар"
"294099",901038,"Мужчина","15-24","Тюмень"
"294180",449848,"Мужчина","25-34","Тверь"
"294348",1513571,"Женщина","25-34","Омск"
"294663",994542,"Женщина","25-34","Уфа"
"294735",2480953,"Женщина","25-34","Ярославль"
"294737",1443268,"Женщина","25-34","Ярославль"
"294811",1419643,"Мужчина","25-34","Ростов-на-Дону"
"295096",1483313,"Мужчина","25-34","Ярославль"
"296280",1758480,"Мужчина","55-64","Ижевск"
"296322",1277871,"Мужчина","25-34","Московская Область"
"296352",1283203,"Женщина","25-34","Самара"
"296622",331830,"Женщина","35-44","Ростов-на-Дону"
"296843",1372641,"Женщина","25-34","Москва"
"296899",1119769,"Мужчина","25-34","Московская Область"
"296917",988328,"Мужчина","15-24","Самара"
"297202",850213,"Мужчина","25-34","Новосибирск"
"297268",1424370,"Мужчина","35-44","Санкт-Петербург"
"297316",1587117,"Женщина","25-34","Ульяновск"
"297716",1623302,"Женщина","25-34","Иркутск"
"297751",437255,"Женщина","45-54","Московская Область"
"300931",1779579,"Мужчина","35-44","Пермь"
"300956",1688050,"Женщина","25-34","Белгород"
"301228",1622579,"Женщина","25-34","Иваново"
"301270",1779818,"Женщина","35-44","Ставрополь"
"301300",264766,"Женщина","35-44","Омск"
"301982",1332693,"Мужчина","25-34","Ростов-на-Дону"
"302080",1453750,"Женщина","25-34","Волгоград"
"302116",2575385,"Женщина","15-24","Москва"
"302118",1780671,"Женщина","25-34","Ярославль"
"302143",740261,"Женщина","25-34","Казань"
"302253",1235394,"Женщина","45-54","Москва"
"302307",2855201,"Мужчина","45-54","Москва"
"302398",1781269,"Мужчина","25-34","Самара"
"302578",1516866,"Женщина","35-44","Екатеринбург"
"302620",1295624,"Женщина","35-44","Челябинск"
"302788",302713,"Мужчина","25-34","Краснодар"
"302953",1121400,"Женщина","25-34","Москва"
"303283",1224049,"Женщина","45-54","Новосибирск"
"303465",1649306,"Женщина","45-54","Тюмень"
"303685",1782933,"Женщина","35-44","Екатеринбург"
"303741",476156,"Мужчина","25-34","Красноярск"
"303756",1783209,"Женщина","25-34","Томск"
"304188",1783588,"Женщина","25-34","Новокузнецк"
"304200",1583994,"Женщина",NA,"Москва"
"304310",1784070,"Женщина","25-34","Самара"
"304422",1591071,"Женщина","35-44","Нижний Новгород"
"304566",2379627,"Женщина","25-34","Москва"
"304570",1673222,"Женщина","25-34","Тюмень"
"304720",2402414,"Женщина","25-34","Челябинск"
"304723",398534,"Мужчина","25-34","Челябинск"
"304768",1525069,"Женщина","25-34","Новосибирск"
"304924",1568900,"Мужчина","25-34","Иваново"
"305247",2301927,"Женщина","25-34","Москва"
"305256",1992798,"Женщина","25-34","Барнаул"
"305424",1177512,"Женщина","25-34","Челябинск"
"305886",312206,"Женщина","25-34","Екатеринбург"
"306346",1416219,"Женщина","15-24","Екатеринбург"
"306593",1854491,"Женщина","35-44","Екатеринбург"
"306602",1092710,"Мужчина","25-34","Тверь"
"306712",2589136,"Женщина","25-34","Краснодар"
"306714",1703208,"Мужчина","35-44","Курск"
"306824",1277678,"Мужчина","25-34","Челябинск"
"307048",1008913,"Мужчина","25-34","Волгоград"
"307243",1333203,"Мужчина","25-34","Казань"
"307353",1788332,"Женщина","15-24","Санкт-Петербург"
"307401",1788888,"Женщина","15-24","Санкт-Петербург"
"307471",1997711,"Женщина","25-34","Красноярск"
"307699",1121065,"Женщина","25-34","Калининград"
"307762",1482953,"Женщина","25-34","Казань"
"307942",146846,"Женщина","15-24","Москва"
"308299",1006476,"Мужчина","15-24","Волгоград"
"308306",1619161,"Мужчина","25-34","Волгоград"
"308343",393568,"Мужчина","25-34","Самара"
"308685",891970,"Мужчина","25-34","Екатеринбург"
"308853",1620076,"Мужчина","35-44","Новосибирск"
"308996",1360261,"Мужчина","35-44","Москва"
"309860",1874434,"Женщина","25-34","Московская Область"
"309923",294533,"Женщина","25-34","Ростов-на-Дону"
"310343",316248,"Мужчина","15-24","Ростов-на-Дону"
"310463",805578,"Мужчина","35-44","Санкт-Петербург"
"310519",1160506,"Женщина","15-24","Московская Область"
"310701",1103309,"Мужчина","15-24","Ростов-на-Дону"
"310911",625549,"Мужчина","25-34","Екатеринбург"
"310920",1289538,"Мужчина","25-34","Тольятти"
"310924",224305,"Мужчина","25-34","Пермь"
"310988",421412,"Мужчина","25-34","Московская Область"
"311028",808631,"Женщина","45-54","Челябинск"
"311030",674112,"Женщина","45-54","Челябинск"
"311031",2492958,"Женщина","25-34","Тобольск"
"311035",1320961,"Женщина","25-34","Уфа"
"311518",810381,"Женщина","15-24","Набережные Челны"
"311522",808335,"Мужчина","35-44","Казань"
"311564",1125209,"Мужчина","35-44","Казань"
"311567",808101,"Мужчина","35-44","Ростов-на-Дону"
"311582",674348,"Мужчина","15-24","Тюмень"
"311583",811061,"Женщина","25-34","Санкт-Петербург"
"311704",942489,"Женщина","25-34","Краснодар"
"312229",338176,"Мужчина","25-34","Ростов-на-Дону"
"312230",1329857,"Женщина","25-34","Уфа"
"312234",394897,"Мужчина","15-24","Воронеж"
"312270",630392,"Женщина","45-54","Воронеж"
"312409",2833769,"Мужчина","15-24","Санкт-Петербург"
"312410",684990,"Женщина","35-44","Санкт-Петербург"
"312414",506452,"Мужчина","15-24","Новосибирск"
"312426",1514349,"Женщина","25-34","Москва"
"312634",334418,"Мужчина","25-34","Санкт-Петербург"
"312858",867252,"Женщина",NA,"Омск"
"313236",1432796,"Женщина","35-44","Воронеж"
"313240",337243,"Мужчина","25-34","Краснодар"
"313339",654335,"Женщина","15-24","Новосибирск"
"313639",903468,"Женщина","25-34","Самара"
"313749",905205,"Мужчина","45-54","Красноярск"
"313826",824819,"Женщина","25-34","Тюмень"
"313842",1742479,"Мужчина","55-64","Москва"
"314233",587038,"Мужчина","25-34","Санкт-Петербург"
"314305",1649081,"Женщина","25-34","Воронеж"
"314905",815701,"Мужчина","25-34","Саратов"
"314914",1989779,"Женщина","25-34","Санкт-Петербург"
"315135",2077151,"Женщина","35-44","Иркутск"
"315256",1882617,"Мужчина","25-34","Москва"
"315388",1126066,"Женщина","55-64","Красноярск"
"315544",1991547,"Женщина","25-34","Орел"
"315593",2088069,"Мужчина","15-24","Новосибирск"
"315609",1380290,"Женщина","45-54","Екатеринбург"
"315611",1225008,"Женщина","35-44","Пермь"
"315754",1534092,"Мужчина","15-24","Томск"
"316154",2077825,"Мужчина","35-44","Московская Область"
"316308",1216339,"Мужчина","15-24","Ярославль"
"316309",2077866,"Мужчина","15-24","Вологда"
"316329",2078290,"Женщина","35-44","Пятигорск"
"316455",2350954,"Женщина","15-24","Тверь"
"316456",1911565,"Женщина","35-44","Новосибирск"
"316612",2408347,"Мужчина","25-34","Саратов"
"316618",1564032,"Женщина","45-54","Москва"
"316986",1679078,"Женщина","25-34","Оренбург"
"317242",2478801,"Мужчина","25-34","Омск"
"317254",981654,"Женщина","45-54","Иркутск"
"317284",1578947,"Женщина","65-74","Ставрополь"
"318574",390776,"Мужчина","25-34","Москва"
"318655",1666543,"Женщина","25-34","Оренбург"
"318772",2078800,"Мужчина","35-44","Курск"
"318808",1225948,"Женщина","55-64","Москва"
"319358",2079048,"Женщина","45-54","Омск"
"319501",146919,"Женщина",NA,"Санкт-Петербург"
"319550",1285923,"Женщина","45-54","Екатеринбург"
"319928",1650605,"Мужчина","25-34","Пермь"
"320288",1874766,"Женщина","25-34","Омск"
"320400",1035121,"Женщина","25-34","Саратов"
"320463",2176722,"Женщина","45-54","Иркутск"
"320465",906209,"Мужчина","25-34","Астрахань"
"320477",1590440,"Мужчина","25-34","Тольятти"
"320587",2079984,"Мужчина","25-34","Московская Область"
"320636",252572,"Женщина","65-74","Нижний Новгород"
"321036",1535545,"Мужчина","35-44","Иваново"
"321283",2170705,"Мужчина","25-34","Москва"
"321285",813937,"Мужчина","25-34","Москва"
"321312",2103755,"Мужчина","25-34","Санкт-Петербург"
"321321",2113539,"Женщина","25-34","Ярославль"
"321417",2405200,"Мужчина","55-64","Екатеринбург"
"321431",2080633,"Мужчина","25-34","Московская Область"
"321456",935686,"Мужчина","25-34","Москва"
"321612",1981978,"Женщина","45-54","Санкт-Петербург"
"321621",1959804,"Женщина","25-34","Красноярск"
"321684",2571828,"Женщина","15-24","Москва"
"321739",1373853,"Женщина","15-24","Воронеж"
"321977",878868,"Женщина","25-34","Санкт-Петербург"
"322457",2081369,"Мужчина","25-34","Липецк"
"322556",2300718,"Мужчина","25-34","Москва"
"322565",2166479,"Женщина","35-44","Сургут"
"322583",2081674,"Мужчина","25-34","Екатеринбург"
"322595",2834678,"Мужчина","25-34","Екатеринбург"
"322633",2906488,"Женщина","25-34","Московская Область"
"322634",2446168,"Мужчина","25-34","Москва"
"322635",2081588,"Женщина","25-34","Санкт-Петербург"
"322651",1874768,"Женщина","25-34","Екатеринбург"
"322700",797740,"Мужчина","25-34","Челябинск"
"322709",1587818,"Мужчина","25-34","Казань"
"322808",1091399,"Женщина","25-34","Тюмень"
"322828",1970341,"Мужчина","15-24","Вологда"
"322908",1949502,"Мужчина","35-44","Липецк"
"322933",2170068,"Женщина","35-44","Самара"
"322934",1840812,"Мужчина","35-44","Челябинск"
"323044",1865155,"Мужчина","25-34","Екатеринбург"
"323564",1565042,"Женщина","25-34","Нижний Новгород"
"323921",1814708,"Женщина",NA,"Тольятти"
"324002",200733,"Мужчина","55-64","Санкт-Петербург"
"324154",2078830,"Женщина","25-34","Казань"
"324155",2416652,"Женщина","25-34","Казань"
"324188",1292767,"Мужчина","45-54","Москва"
"324298",2080482,"Мужчина","15-24","Казань"
"324299",2442896,"Женщина",NA,"Москва"
"324317",2083848,"Женщина","45-54","Москва"
"324397",1453467,"Женщина","25-34","Иркутск"
"324433",1853183,"Женщина","25-34","Москва"
"324576",1887471,"Мужчина","35-44","Новокузнецк"
"324612",2131876,"Женщина","45-54","Екатеринбург"
"324636",1588147,"Женщина","25-34","Москва"
"324792",1129921,"Женщина","25-34","Краснодар"
"324827",2362668,"Женщина","15-24","Москва"
"324862",2084217,"Женщина","25-34","Москва"
