"","dw_id","user_id","savings","spendings","num_orders"
"334337","dw_1428",1338745,720.929994314909,7874.98000764847,10
"334506","dw_1429",1813275,3735.26999187469,36765.7200202942,14
"334744","dw_1430",320120,5800.08996510506,22663.5800266266,9
"334864","dw_1431",1021165,6887.9299519062,47461.6101183891,54
"338374","dw_1432",836482,868.280006885529,5328.59999084473,12
"338530","dw_1433",1192402,11796.7099511623,53234.3501462936,40
"340450","dw_1434",404226,9589.36003398895,17674.1699771881,6
"340492","dw_1435",898717,2328.40001678467,5988.95002555847,9
"340548","dw_1436",836493,5164.77999544144,16230.5200414658,11
"340597","dw_1437",841442,341.989999771118,4144.78998947144,6
"340603","dw_1438",1790800,182.789996147156,4363.75996017456,9
"340720","dw_1439",1337256,2193.24001479149,21033.8000621796,8
"340800","dw_1440",2042392,8618.57994508743,26935.5200233459,28
"341034","dw_1441",1680530,1675.49999666214,20395.1500072479,12
"341188","dw_1442",1697047,295.490004807711,6281.32002735138,10
"341308","dw_1443",1815554,903.100002288818,12096.6901531219,12
"341512","dw_1444",1848648,7756.61000275612,30978.8300189972,12
"341548","dw_1445",1406848,6602.47999477386,28633.0899677277,15
"341833","dw_1446",1793470,1980.04999351501,3462.70000457764,2
"341837","dw_1447",1793581,7536.98994207382,26483.3800382614,14
"342075","dw_1448",1793543,379.219995498657,6079.75003433228,6
"342129","dw_1449",1684705,6008.03997802734,13535.9299945831,19
"342566","dw_1450",1450156,1723.44999146461,11786.4900665283,7
"342643","dw_1451",913777,799.840000152588,5540.28006362915,9
"342763","dw_1452",1794298,1585.0000038147,4350.17001533508,5
"342767","dw_1453",1794335,1538.99002146721,5964.89999580383,5
"342792","dw_1454",1050231,2879.72002434731,39990.5300116539,20
"343192","dw_1455",1902484,728.839990615845,4110.35998535156,5
"343217","dw_1456",2811623,1184.98000431061,6807.6099357605,8
"343223","dw_1457",1538336,2413.83997893333,13473.3800201416,13
"343418","dw_1458",1795317,1509.96001029015,87434.9903144836,21
"344027","dw_1459",235604,4742.27996635437,19401.4500179291,7
"344090","dw_1460",1550236,7506.65998840332,52103.9700546265,13
"344555","dw_1461",2118836,418.220001220703,6679.85001182556,10
"344597","dw_1462",1204201,1347.29001808167,7771.93003463745,6
"344633","dw_1463",1795824,3423.4200117588,10824.9100666046,6
"344675","dw_1464",1634315,2944.03998994827,17894.1800060272,11
"344818","dw_1465",1293410,5113.55000162125,18903.1700191498,8
"344906","dw_1466",1110112,351.289997577667,7041.53000354767,4
"344922","dw_1467",1085677,19959.8299040794,44241.4201068878,38
"346147","dw_1468",1796654,1139.57998657227,12108.260011673,4
"346167","dw_1469",616977,3427.16999721527,26096.9300203323,11
"346453","dw_1470",1796881,893.000001907349,4185.31999206543,4
"346473","dw_1471",449988,4471.58998584747,26016.9200992584,11
"346627","dw_1472",1796873,2476.76999545097,5345.40998840332,4
"346647","dw_1473",1797082,2343.47000217438,24196.509979248,23
"346902","dw_1474",1400761,3902.16998291016,17405.480009079,14
"347112","dw_1475",1797412,844.979997634888,7879.81002902985,2
"347118","dw_1476",2916667,1504.67000484467,10236.540019989,8
"347119","dw_1477",1796020,4437.6199991703,13417.2100563049,6
"347135","dw_1478",1791875,1144.78999519348,18510.610001564,6
"347171","dw_1479",1600977,2239.24999237061,13434.3100128174,8
"347243","dw_1480",240812,4192.6900100708,13530.9100379944,22
"347771","dw_1481",2121216,363.39999961853,7680.18003845215,5
"347831","dw_1482",267651,2762.54000091553,9872.42004394531,13
"348299","dw_1483",280426,6315.5199649334,32840.1700968742,30
"349742","dw_1484",1798729,511.760006904602,4968.9199848175,8
"349796","dw_1485",1998897,102.400000572205,4618.38998413086,9
"349886","dw_1486",1458753,4785.55995154381,16834.860042572,13
"350081","dw_1487",459774,3858.24999237061,40244.6700983047,23
"350725","dw_1488",1799999,2879.30000591278,8130.57000160217,6
"350779","dw_1489",1798685,1689.5999917984,9823.99002075195,6
"350821","dw_1490",1611427,11331.4899344444,62050.5199985504,23
"351465","dw_1491",1431350,306.499999284744,10342.5400381088,5
"351495","dw_1492",1799895,382.749996185303,6190.10997390747,8
"351575","dw_1493",135310,3439.08997392654,12508.1099634171,4
"351595","dw_1494",1845144,2165.13999307156,5512.51001739502,4
"351611","dw_1495",963315,2039.20000171661,14465.9399518967,11
"351660","dw_1496",1534490,5568.76997184753,16788.5400161743,19
"351920","dw_1497",2015855,19349.5899879932,80579.7001404762,20
"352761","dw_1498",1065590,13624.2698924541,19272.9801588058,15
"352982","dw_1499",967411,531.559994697571,9681.84996795654,9
"353150","dw_1500",1513339,1362.79000505805,23163.579990387,23
"353702","dw_1501",1831903,333.149996757507,33372.810092926,32
"355270","dw_1502",1850703,42793.7597501278,118866.810251236,15
"355984","dw_1503",403303,3303.12001228333,8843.24999237061,10
"355990","dw_1504",1949683,1651.83998894691,26328.3801422119,10
"356150","dw_1505",1805775,1969.67001724243,13367.960062027,13
"356436","dw_1506",2261284,102.329999387264,4786.16000843048,5
"356466","dw_1507",137769,3227.85998344421,28355.3199424744,19
"356846","dw_1508",874876,633.540002822876,6889.4799861908,11
"356978","dw_1509",1888933,6772.29998922348,12696.0600318909,7
"357034","dw_1510",570476,4907.68999004364,15088.2499256134,15
"357448","dw_1511",1934268,2847.99001133442,30572.039937973,17
"357822","dw_1512",1739498,1109.92996954918,19370.6899414062,13
"358030","dw_1513",1340407,2038.18000119925,24862.9299612045,14
"358240","dw_1514",2087488,551.900012910366,15083.6199550629,5
"358241","dw_1515",2061000,1999.66999673843,21534.3900051117,13
"358247","dw_1516",1638155,5354.02000412345,44571.8300535679,32
"359425","dw_1517",2118450,817.779997825623,2721.55999469757,4
"359449","dw_1518",1313051,14663.7299618721,36223.6300315857,26
"360299","dw_1519",1970835,50.6800003051758,6593.87003135681,8
"360443","dw_1520",52036,10212.700003624,21585.7501382828,6
"360479","dw_1521",1942668,3558.97999238968,18527.9400854111,10
"360779","dw_1522",428552,975.199989318848,5314.70002365112,7
"360849","dw_1523",1875706,1016.56000232697,13141.1799964905,10
"361009","dw_1524",878865,572.07999420166,21007.7500076294,10
"361119","dw_1525",1888181,1171.01999092102,17840.299949646,13
"361379","dw_1526",2088978,522.619998931885,6574.78003978729,6
"361383","dw_1527",1559780,3022.82996416092,50175.0302715302,12
"361563","dw_1528",1241406,3339.05997467041,21977.6899623871,12
"361743","dw_1529",1549997,3879.73001503944,71557.550031662,31
"362766","dw_1530",1716555,646.389995574951,7045.38003063202,14
"362976","dw_1531",1105261,900.320004463196,5267.88003253937,5
"363021","dw_1532",1749923,3343.30999183655,96259.1998634338,63
"367557","dw_1533",1105273,1297.18998861313,26796.0999689102,4
"367597","dw_1534",57115,611.259994506836,4930.99000549316,5
"367622","dw_1535",293912,478.520000934601,3194.55999660492,7
"367678","dw_1536",1395820,5751.53999328613,20799.5601043701,15
"367948","dw_1537",2404319,5359.81000208855,18638.9200639725,19
"367952","dw_1538",2091222,5359.81000208855,18638.9200639725,19
"367961","dw_1539",1515578,736.790002822876,6211.28995895386,5
"367991","dw_1540",1575961,11393.3999574184,56410.729850769,19
"368390","dw_1541",2327856,1907.04000473022,27993.8499355316,14
"368507","dw_1542",2086287,1920.33999586105,20921.2701826096,19
"368957","dw_1543",523064,244.600005149841,7509.93005561829,7
"369048","dw_1544",2090826,4863.38996553421,28718.6400699615,11
"369300","dw_1545",1945521,670.609999656677,8075.44003868103,9
"369390","dw_1546",682079,9251.99995034933,19119.1100282669,11
"369500","dw_1547",1855648,3423.06999754906,22461.2499523163,10
"369620","dw_1548",2091343,3100.10998940468,18857.589972496,17
"370120","dw_1549",1282167,1067.65999698639,10895.2600879669,4
"370155","dw_1550",1814880,4199.19996213913,29145.8699741364,12
"370359","dw_1551",1371822,5143.45002472401,43962.5400688648,37
"372564","dw_1552",948467,1627.05999860168,45858.5698242188,8
"372652","dw_1553",1951098,698.400005102158,8189.49001121521,6
"372672","dw_1554",1210324,6760.82995939255,30419.4499440193,36
"374004","dw_1555",903585,593.820001602173,22009.1600227356,22
"374441","dw_1556",1939010,1679.35999011993,11688.610039711,11
"374562","dw_1557",922159,874.919988632202,6279.04999923706,2
"374570","dw_1558",2093204,8504.61999130249,64162.5999236107,13
"374739","dw_1559",263020,4177.05998969078,9582.01999473572,11
"374992","dw_1560",1271772,5039.06000959873,32783.1099531651,19
"375486","dw_1561",1882055,3191.80999231339,22320.7700061798,11
"375695","dw_1562",2168059,10010.2899639606,22183.2300758362,4
"375755","dw_1563",1765118,6320.4599878788,16999.0300035477,16
"376195","dw_1564",1494935,7011.71002864838,27590.5799121857,11
"376327","dw_1565",1999360,18984.0600342751,55485.1300077438,32
"376391","dw_1566",903161,1672.60000324249,5396.7399969101,10
"376511","dw_1567",1459419,1829.51998615265,17590.1400222778,21
"377036","dw_1568",1920566,304.829998016357,4899.21001243591,11
"377038","dw_1569",1010359,997.419998407364,22160.3099861145,10
"377178","dw_1570",995931,4175.30001831055,48071.0499820709,18
"377502","dw_1571",865083,1307.45999908447,5905.22999000549,9
"377514","dw_1572",907767,3320.79997873306,20226.9400444031,6
"377604","dw_1573",1016881,3180.3399848938,27788.6600112915,14
"377842","dw_1574",847176,728.979997634888,4256.00002670288,11
"377985","dw_1575",1734731,2222.2799911499,20123.3800415993,9
"378084","dw_1576",1585660,5252.93994998932,11685.3100347519,15
"378339","dw_1577",1956360,5917.46998810768,13896.8101043701,14
"378549","dw_1578",582041,3304.90000867844,12526.3700251579,18
"378574","dw_1579",1999145,1804.21999549866,5885.42000198364,4
"378594","dw_1580",255666,4715.05998849869,10628.0000514984,14
"378951","dw_1581",1296662,811.379993915558,21615.8301019669,15
"379206","dw_1582",910584,2210.01999855042,14665.9000387192,14
"379430","dw_1583",306190,1504.17999744415,10738.2900390625,5
"379460","dw_1584",912049,1232.50000762939,5660.06002044678,12
"379640","dw_1585",1729868,1077.3099937439,8684.70002555847,12
"379808","dw_1586",858083,4632.23997831345,6369.43003845215,6
"379862","dw_1587",2380399,1057.28999328613,8301.80003166199,3
"379880","dw_1588",2322697,2156.75001430511,29438.0300350189,7
"379925","dw_1589",1560563,5296.22000694275,8716.17998313904,6
"379979","dw_1590",1434993,1930.32000088692,15532.1900157928,12
"380183","dw_1591",1831338,158.420003890991,13070.1999168396,5
"380223","dw_1592",1800680,708.779996871948,13971.6899681091,3
"380235","dw_1593",92866,2399.62997627258,9597.4500579834,12
"380403","dw_1594",972035,3226.91999340057,10555.4699954987,16
"380675","dw_1595",2916297,1939.19000053406,10495.5100269318,5
"380677","dw_1596",1844642,791.169996261597,9481.97001266479,5
"380717","dw_1597",1185897,1542.90996932983,3724.28001213074,6
"380742","dw_1598",1847283,692.339997291565,9342.76995658875,4
"380751","dw_1599",330510,13432.6800017357,36534.7499866486,6
"380889","dw_1600",1838180,26507.0699398518,37928.7300319672,34
"382637","dw_1601",1487305,1190.49999332428,16183.1399784088,12
"382829","dw_1602",1999984,3904.55000424385,12957.1700115204,12
"382985","dw_1603",1461470,1273.91998767853,6988.5,15
"382989","dw_1604",2139622,850.110000610352,8882.36003684998,3
"383019","dw_1605",1017950,3346.40000510216,15915.069934845,20
"383459","dw_1606",2231880,1468.31999778748,16746.7499849796,5
"383489","dw_1607",1802946,3507.15999042988,47130.5501708984,16
"383857","dw_1608",2315408,2339.33999252319,9673.65006256104,5
"383897","dw_1609",1654283,1477.97000980377,10473.6700153351,7
"383953","dw_1610",1805375,4534.60002660751,39451.0398111343,9
"384061","dw_1611",1812783,425.190006256104,5937.4900188446,6
"384127","dw_1612",449424,8266.2399559021,54769.0500001907,13
"384426","dw_1613",1803856,7476.46995091438,38762.1700334549,9
"384516","dw_1614",1590233,4623.1399974823,28564.5700302124,6
"384517","dw_1615",1662597,4623.1399974823,28564.5700302124,6
"384548","dw_1616",956427,1999.18999290466,29573.0099487305,13
"384834","dw_1617",1642768,874.389989614487,8237.85998535156,9
"384924","dw_1618",321083,1600.72999000549,8550.8600692749,16
"385196","dw_1619",499051,1234.10999202728,14192.9500026703,8
"385284","dw_1620",2798005,1653.61001586914,12720.3600330353,11
"385286","dw_1621",1881478,1353.99999046326,4377.74997806549,2
"385290","dw_1622",2357226,3470.86999464035,6927.87005233765,2
"385296","dw_1623",1697224,173.859996795654,11828.6700248718,6
"385332","dw_1624",210033,1637.52999687195,22773.5199546814,7
"385381","dw_1625",1806115,2556.48004704714,11384.4800672531,6
"385417","dw_1626",487027,1429.69999352098,23866.8200592995,32
"386569","dw_1627",243994,665.699993133545,3829.0800113678,6
"386629","dw_1628",1339094,4221.24000799656,8988.98002624512,12
"386761","dw_1629",1634018,3583.13995027542,65334.9398498535,18
"388084","dw_1630",1642718,4604.26998949051,26309.2399234772,24
"389056","dw_1631",1188928,1672.85998916626,18050.6199684143,12
"389236","dw_1632",1256696,2186.2699842453,8245.02002334595,10
"389366","dw_1633",1808734,8045.70004403591,32362.0499420166,7
"389429","dw_1634",1687220,1602.11999893188,10905.7700042725,7
"389492","dw_1635",950087,1539.24999475479,30942.2900619507,27
"390329","dw_1636",991727,2111.98001337051,8117.91004562378,5
"390354","dw_1637",2094287,578.380011796951,5502.11002731323,4
"390369","dw_1638",945124,1969.30001354218,13497.2700099945,19
"390787","dw_1639",1567452,8792.65999698639,19470.9799485207,21
"391247","dw_1640",1895895,752.099999427795,15097.3500556946,4
"391263","dw_1641",1058167,2246.9600019455,9578.88995742798,13
"391497","dw_1642",1986184,15383.7799884081,34243.2802352905,15
"391767","dw_1643",2094918,2157.23000335693,9231.60002231598,5
"391807","dw_1644",1332883,2015.21999406815,18259.3399925232,15
"392062","dw_1645",948978,7863.1099704504,17320.1099224091,9
"392161","dw_1646",1538873,4083.92995357513,27690.8699715137,3
"392188","dw_1647",939846,6004.45996308327,49782.7198886871,13
"392197","dw_1648",1077501,1089.4399946928,4152.20997619629,7
"392202","dw_1649",1879057,1089.4399946928,4152.20997619629,7
"392240","dw_1650",1409140,6217.82999610901,12834.8600292206,18
"392636","dw_1651",1580304,565.029998779297,10785.380033493,8
"392700","dw_1652",1925524,643.559996604919,13855.1700057983,5
"392735","dw_1653",1065907,10136.4099706411,19645.3999958038,23
"393153","dw_1654",2096832,1937.29999727011,13665.190038681,5
"393188","dw_1655",1208627,7464.37000584602,36764.4900302887,14
"393398","dw_1656",1950276,3542.58000713587,37102.4199457169,11
"393406","dw_1657",2096917,2153.37996673584,8172.20000076294,5
"393431","dw_1658",2096905,2002.61996746063,15042.0900211334,10
"393551","dw_1659",2417081,213.01000213623,16771.4800071716,7
"393555","dw_1660",1668173,1176.28003883362,25700.7597427368,18
"393933","dw_1661",1820890,1702.54998779297,18298.8500061035,9
"394032","dw_1662",2097552,2143.40997838974,7998.09999656677,10
"394162","dw_1663",1708911,1948.2000014782,21799.2001028061,12
"394342","dw_1664",1850019,5456.84998703003,13233.1600608826,17
"394682","dw_1665",1055322,185.980000972748,6413.75994873047,11
"394814","dw_1666",1311371,1087.25000572205,7006.8799571991,7
"394870","dw_1667",1899447,2206.15999031067,11098.8201093674,12
"395014","dw_1668",2113137,689.029998779297,6712.54003715515,5
"395039","dw_1669",462829,3999.21999549866,31496.2099952698,38
"396635","dw_1670",1660329,3273.09005689621,21181.7999801636,9
"396716","dw_1671",1322378,1446.10000991821,9264.79998111725,18
"397076","dw_1672",1341167,3802.17998313904,20520.0599842072,12
"397256","dw_1673",1843570,11825.6299705505,32278.1800136566,6
"397310","dw_1674",1085854,2324.84999656677,15816.2799844742,19
"397709","dw_1675",2120802,4666.98999643326,21837.0200710297,8
"397711","dw_1676",2099714,4666.98999643326,21837.0200710297,8
"397767","dw_1677",309322,6301.89002656937,49643.0099143982,18
"398127","dw_1678",1479678,8404.30003190041,20245.8599433899,10
"398257","dw_1679",392283,6131.32998275757,52244.0000524521,8
"398337","dw_1680",1472139,14824.3599786758,41214.1700077057,20
"398737","dw_1681",543948,140.019996643066,8117.40003156662,9
"398836","dw_1682",1998892,1705.33001613617,3771.04999351501,4
"398860","dw_1683",2000414,2048.79998207092,20647.2100696564,11
"399064","dw_1684",864215,2861.1999797821,8162.34996366501,3
"399076","dw_1685",1268125,1693.41999959946,19302.9600505829,18
"399490","dw_1686",865118,2361.13001060486,15045.9699192047,9
"399622","dw_1687",969630,13090.2900482416,25293.4101057053,18
"399964","dw_1688",1376081,310.180000305176,29319.7500705719,12
"400216","dw_1689",867417,4223.02998352051,11302.1700077057,6
"400276","dw_1690",2424969,866.599975585938,2787.37000656128,6
"400286","dw_1691",640028,2530.12999415398,15879.6900253296,12
"400334","dw_1692",941179,4041.87003421783,29342.9999723434,8
"400406","dw_1693",1073423,2523.74002075195,6824.96004104614,6
"400502","dw_1694",144469,2091.61998748779,9089.6800327301,6
"400538","dw_1695",1083939,4414.60002183914,19625.9800109863,16
"400810","dw_1696",1810885,3099.06001901627,15626.2500333786,10
"400920","dw_1697",1097314,3003.8399553299,33566.670362711,14
"401116","dw_1698",2000677,2217.06001758575,15862.3199768066,7
"401125","dw_1699",221391,3274.67999601364,15470.2400398254,10
"401281","dw_1700",1241878,864.209999799728,5930.35001277924,16
"401537","dw_1701",2059402,760.599998474121,4211.56999015808,6
"401572","dw_1702",1012478,1628.19999217987,6140.88997268677,7
"401621","dw_1703",1824985,450.889996528625,11080.6599826813,6
"401663","dw_1704",1869920,2016.21999168396,5179.4400062561,11
"401806","dw_1705",2317170,3631.09000778198,15963.3799438477,9
"401822","dw_1706",1552487,1422.10999393463,5437.83002471924,3
"401861","dw_1707",2444793,1385.57999229431,10090.869966507,4
"401893","dw_1708",2000452,5770.57997131348,9424.63001823425,6
"401897","dw_1709",1814038,267.099996566772,1977.57001304626,5
"401927","dw_1710",1814365,2797.81996440887,6927.80008029938,5
"401962","dw_1711",1365436,1583.91996955872,11329.720041275,6
"402022","dw_1712",1586323,2293.42998600006,12372.6300563812,9
"402121","dw_1713",680632,477.650002717972,15354.1900043488,22
"402391","dw_1714",1251476,3188.35997867584,25197.2800312042,8
"402461","dw_1715",1406490,4305.81001496315,13241.2400178909,12
"402629","dw_1716",675620,2587.03999900818,5053.43999671936,4
"402641","dw_1717",887869,687.970008850098,4114.19004821777,23
"403193","dw_1718",1816342,3184.20002126694,16048.3000059128,8
"403273","dw_1719",2099729,2820.50999212265,19713.0700321198,10
"403373","dw_1720",1560433,6501.45996427536,19829.4400520325,12
"403577","dw_1721",2099957,3311.74999380112,9837.45001029968,4
"403601","dw_1722",1941729,2571.21999931335,12150.8900299072,12
"403817","dw_1723",878465,882.100006103516,9001.11998462677,9
"403898","dw_1724",1870693,2596.24996614456,7231.15007209778,13
"404067","dw_1725",1670582,590.16001701355,3921.61995887756,7
"404144","dw_1726",1218031,4177.22997045517,34142.3400001526,23
"404898","dw_1727",1926517,13345.8199501038,52224.5401058197,16
"405250","dw_1728",1601302,11023.2599855363,69145.4400653839,6
"405340","dw_1729",1087034,4183.73000526428,37349.2899227142,7
"405460","dw_1730",1918842,22038.6299148947,59930.1000706702,68
"405462","dw_1731",1246572,22038.6299148947,59930.1000706702,68
"405464","dw_1732",1943946,22038.6299148947,59930.1000706702,68
"405477","dw_1733",2072523,22038.6299148947,59930.1000706702,68
"405516","dw_1734",2637971,22038.6299148947,59930.1000706702,68
"405519","dw_1735",2072438,22038.6299148947,59930.1000706702,68
"405535","dw_1736",2612169,22038.6299148947,59930.1000706702,68
"405563","dw_1737",2638505,22038.6299148947,59930.1000706702,68
"405566","dw_1738",2638781,22038.6299148947,59930.1000706702,68
"405584","dw_1739",2156157,1874.43998241425,7651.85001182556,17
"405585","dw_1740",2093609,1874.43998241425,7651.85001182556,17
"405729","dw_1741",2101423,6229.66005468369,20600.0700416565,16
"405730","dw_1742",2250627,6229.66005468369,20600.0700416565,16
"405963","dw_1743",891778,3990.85997867584,12056.7901306152,13
"406197","dw_1744",1114711,1072.67001056671,12471.6800451279,5
"406257","dw_1745",2723051,284.979999542236,14576.179977417,11
"406281","dw_1746",1864040,3100.7700419426,4736.46996974945,6
"406341","dw_1747",2107563,0,1925.15002059937,7
"406397","dw_1748",2101667,723.619990110397,7911.2399969101,6
"406413","dw_1749",722761,4516.19997406006,18354.5600166321,5
"406589","dw_1750",2120439,716.370000839233,2689.63000965118,10
"406729","dw_1751",878416,529.369996070862,2692.93998837471,5
"406754","dw_1752",1534329,0,1750.23001098633,4
"406774","dw_1753",1231608,1165.8099861145,3894.78000450134,6
"406790","dw_1754",1517905,20075.2299056053,48584.6700391769,8
"406966","dw_1755",1851824,2815.48001253605,34916.7299985886,22
"407555","dw_1756",739873,2330.35999155045,58917.6100606918,58
"411764","dw_1757",1421203,5048.88996839523,20543.6900072098,11
"411896","dw_1758",2102638,1882.20001029968,3570.92997360229,4
"411916","dw_1759",553292,4109.81999540329,19150.5100507736,16
"412204","dw_1760",1628281,2605.94001579285,11631.9100437164,10
"412218","dw_1761",2798924,2605.94001579285,11631.9100437164,10
"412385","dw_1762",2103339,842.370002746582,5549.97999954224,7
"412441","dw_1763",2407154,2460.93001174927,5859.22999572754,4
"412453","dw_1764",983978,226.909996986389,9961.24002456665,8
"412525","dw_1765",2713788,1607.270000875,11140.3999576569,8
"412529","dw_1766",1721483,2697.95999193192,6973.09004497528,9
"412628","dw_1767",1028468,4530.13998365402,24785.0899810791,17
"412951","dw_1768",2103356,4548.4999666214,11773.6200637817,4
"412971","dw_1769",1462288,2949.4899739027,26566.0999908447,17
"412975","dw_1770",875508,6843.11996531487,22317.2400636673,7
"413017","dw_1771",109375,1298.19001197815,33836.11003685,17
"413417","dw_1772",1644894,490.509995937347,9820.46002101898,9
"413516","dw_1773",461825,25695.8199868202,44800.9099636078,10
"413724","dw_1774",1517245,3909.34997296333,8112.31000137329,10
"413834","dw_1775",1896125,3472.41997528076,29129.349984169,9
"413946","dw_1776",1966168,17594.0400018692,26784.5800685883,6
"413988","dw_1777",2104726,2517.04998826981,21433.5699777603,8
"414068","dw_1778",1219104,4750.59996318817,11387.2800269127,6
"414110","dw_1779",795867,2157.26999513805,11300.2099657059,8
"414155","dw_1780",1443819,4570.8200006485,21646.7599191666,5
"414180","dw_1781",1880656,1169.2000002861,17037.6099433899,6
"414222","dw_1782",1888417,186.170001983643,11190.7499084473,6
"414270","dw_1783",2412957,1167.54999065399,8409.25001716614,6
"414298","dw_1784",35350,1807.84002399445,26969.3700866699,7
"414408","dw_1785",1118209,1815.49999237061,13618.8500404358,9
"414552","dw_1786",1879539,896.299997329712,3437.14000701904,4
"414584","dw_1787",1398376,2994.17999649048,14336.4199905396,10
"414894","dw_1788",2107050,9686.16001915932,21856.3801822662,10
"415024","dw_1789",1226332,472.409996986389,12734.1399254799,10
"415134","dw_1790",8699,1157.48001194,10710.4199810028,3
"415146","dw_1791",1687202,6968.45003843307,14566.8599815369,19
"415678","dw_1792",113979,1955.72000682354,39405.8500452042,25
"416378","dw_1793",722877,5454.51000976562,32065.9899349213,21
"417092","dw_1794",134349,770.589991092682,7271.88996505737,4
"417120","dw_1795",1208999,2033.24999046326,5081.38002586365,5
"417150","dw_1796",2864232,1589.9100060463,6029.30002593994,3
"417151","dw_1797",2106713,4141.2799936533,16142.0400371552,10
"417271","dw_1798",642834,149.999998092651,4815.31997680664,5
"417301","dw_1799",1403501,1313.79999136925,29650.4699440002,17
"417607","dw_1800",2107177,1641.17000865936,5583.70998954773,7
"417611","dw_1801",2246025,1641.17000865936,5583.70998954773,7
"417612","dw_1802",1058789,7948.45993995667,26320.9101200104,15
"417613","dw_1803",2107499,51.0999984741211,3745.09999847412,5
"417638","dw_1804",1758072,1716.75000286102,21517.7599349022,12
"417838","dw_1805",2148933,6037.24004745483,19934.7800941467,5
"417970","dw_1806",2107573,1151.37999725342,4281.89998817444,10
"418139","dw_1807",2107800,1287.8300151825,6258.28997045755,7
"418209","dw_1808",1518649,2129.01999282837,14739.7799777985,8
"418281","dw_1809",1130534,8908.54998826981,19181.9999790192,10
"418391","dw_1810",1666779,5464.39005249739,16642.3699874878,8
"418471","dw_1811",1298575,8469.6899535656,45991.970079422,28
"419591","dw_1812",2110719,2314.47999215126,9192.30998802185,9
"419681","dw_1813",852784,4953.34999084473,47776.2901229858,17
"419769","dw_1814",2108747,2584.37000244856,62244.6700134277,13
"420035","dw_1815",103951,1461.69000005722,14678.0199861526,3
"420065","dw_1816",1895473,242.880000114441,2555.08002281189,5
"420113","dw_1817",1213557,2718.65999221802,10001.7800292969,10
"420223","dw_1818",2187131,9993.5299911499,32551.8400986195,9
"420331","dw_1819",1658518,13945.2300543785,48594.0702571869,18
"420979","dw_1820",1278582,8604.58994936943,20683.0900411606,9
"421111","dw_1821",2109796,382.460002660751,7395.80996894836,3
"421120","dw_1822",1905136,1791.22000694275,12317.2099685669,11
"421318","dw_1823",1996751,0,3846.34000396729,2
"421322","dw_1824",134884,2014.39999154955,21770.9699325562,8
"421394","dw_1825",1271998,8359.57998657227,17753.5399951935,18
"421586","dw_1826",969921,2999.91000413895,18157.8400917053,10
"421726","dw_1827",314627,82,3056.1000213623,11
"421858","dw_1828",1274500,3598.2799706459,26394.8500003815,26
"421864","dw_1829",2442786,2386.82998532057,12868.580039978,6
"421924","dw_1830",193522,3140.93999791145,13248.5999689102,4
"421952","dw_1831",394722,4118.8300075531,12157.8700237274,4
"421972","dw_1832",1795653,443.109996795654,3623.25998306274,12
"422116","dw_1833",933691,2794.22001457214,14313.3500061035,6
"422125","dw_1834",877162,8891.4200091362,30014.3500957489,11
"422279","dw_1835",400654,2043.38000416756,38140.1300678253,20
"422983","dw_1836",302960,2110.03000164032,19618.7000432014,17
"423340","dw_1837",885159,1494.55999135971,15959.1698446274,11
"423472","dw_1838",873355,1091.00999927521,3119.55000305176,4
"423523","dw_1839",899866,417.319993972778,6792.49998664856,9
"423603","dw_1840",404233,2094.30001449585,24907.4300956726,24
"423888","dw_1841",1415904,5470.51998996735,17382.9400482178,15
"424143","dw_1842",1190918,246.309997558594,16849.809885025,6
"424233","dw_1843",69039,2655.56000161171,5770.96999931335,4
"424253","dw_1844",1995889,1416.94000148773,16743.8200817108,23
"424799","dw_1845",887703,770.380003929138,2950.09000587463,6
"424808","dw_1846",252532,770.380003929138,2950.09000587463,6
"424906","dw_1847",1818129,3528.47998332977,23551.7099981308,9
"424996","dw_1848",1818435,1387.27998733521,6108.90000915527,3
"425008","dw_1849",1818132,2078.17001819611,7740.2000246048,11
"425009","dw_1850",739966,756.030017852783,3969.4400100708,9
"425099","dw_1851",1264735,388.700003147125,5868.84999847412,10
"425189","dw_1852",201198,5641.13001251221,18865.7499732971,12
"425345","dw_1853",1673492,2325.75999593735,18236.870057106,11
"425477","dw_1854",2001527,2813.46999168396,6840.7400226593,9
"425576","dw_1855",433555,2812.93001270294,12381.9400062561,11
"425741","dw_1856",1930377,2380.50000953674,7470.18000793457,16
"425951","dw_1857",1825818,1459.68000173569,10417.7599906921,7
"426021","dw_1858",278423,5581.62998247147,37939.7700376511,23
"427309","dw_1859",1027930,888.079998493195,5105.96001434326,15
"427549","dw_1860",1650104,2876.42996525764,17838.4401035309,10
"427645","dw_1861",1818959,961.639998912811,4563.07998466492,5
"427670","dw_1862",2550341,1268.90999507904,3978.48001670837,8
"427671","dw_1863",1923212,1268.90999507904,3978.48001670837,8
"427672","dw_1864",2449159,1268.90999507904,3978.48001670837,8
"427673","dw_1865",2900383,1268.90999507904,3978.48001670837,8
"427674","dw_1866",1426552,2055.37001228333,26619.6600055695,26
"428402","dw_1867",1236562,54398.3697962761,129207.009676933,21
"429575","dw_1868",1544944,30.3099994659424,2511.31999588013,8
"429639","dw_1869",1585529,143.299995422363,1166.46999168396,5
"429664","dw_1870",264873,674.839995861053,2385.81001472473,11
"429796","dw_1871",356106,1717.84999465942,18841.9999933243,35
"431231","dw_1872",446598,2073.74999809265,16759.9399452209,20
