"","phone_id","user_id","dw_kind","platform","os"
"303756","175555",1783209,"courier","app","ios"
"304188","175714",1783588,"courier","app","ios"
"304200","175862",1583994,"courier","web","windows"
"304310","176076",1784070,"courier","web","windows"
"304422","176322",1591071,"courier","web","windows"
"304566","176380",2379627,"courier","web","mac"
"304570","176493",1673222,"courier","app","android"
"304720","176499",2402414,"courier","app","ios"
"304723","176499",398534,"courier","app","ios"
"304768","176543",1525069,"courier","app","ios"
"304924","176585",1568900,"courier","app","ios"
"305247","176744",2301927,"courier","app","ios"
"305256","176812",1992798,"courier","app","android"
"305424","176888",1177512,"courier","app","android"
"305886","177",312206,"courier","app","ios"
"306346","177229",1416219,"courier","app","android"
"306593","177510",1854491,"courier","app","android"
"306602","177589",1092710,"courier","web","linux"
"306712","177627",2589136,"courier","app","ios"
"306714","177709",1703208,"courier","web","windows"
"306824","177817",1277678,"courier","web","windows"
"307048","177878",1008913,"courier","app","android"
"307243","177912",1333203,"pickup","web","windows"
"307353","177919",1788332,"courier","app","android"
"307401","177932",1788888,"courier","app","ios"
"307471","17799",1997711,"courier","app","ios"
"307699","178056",1121065,"courier","web","windows"
"307762","17831",1482953,"courier","web","windows"
"307942","178320",146846,"courier","web","windows"
"308299","178378",1006476,"courier","web","ios"
"308306","178378",1619161,"courier","web","ios"
"308343","178458",393568,"courier","web","mac"
"308685","178877",891970,"courier","web","windows"
"308853","178929",1620076,"courier","app","android"
"308996","1790",1360261,"courier","app","ios"
"309860","17907",1874434,"courier","web","windows"
"309923","179191",294533,"courier","app","ios"
"310343","179509",316248,"courier","app","ios"
"310463","179691",805578,"courier","web","mac"
"310519","1799",1160506,"courier","web","mac"
"310701","17997",1103309,"courier","app","android"
"310911","180052",625549,"courier","web","windows"
"310920","180121",1289538,"courier","web","windows"
"310924","180225",224305,"courier","app","android"
"310988","180261",421412,"courier","app","ios"
"311028","180294",808631,"courier","app","android"
"311030","180294",674112,"courier","app","android"
"311031","180333",2492958,"courier","web","windows"
"311035","18069",1320961,"courier","app","android"
"311518","180744",810381,"courier","app","android"
"311522","180777",808335,"courier","web","windows"
"311564","18092",1125209,"courier","app","android"
"311565","181407",808631,"courier","web","windows"
"311567","181420",808101,"pickup","app","windows"
"311582","181512",674348,"courier","app","android"
"311583","181968",811061,"courier","app","android"
"311704","18205",942489,"courier","app","ios"
"312229","182126",338176,"courier","web","windows"
"312230","182272",1329857,"courier","web","windows"
"312234","18267",394897,"courier","app","android"
"312270","18267",630392,"courier","app","android"
"312409","182729",2833769,"courier","app","android"
"312410","182729",684990,"courier","app","android"
"312414","182828",506452,"courier","app","android"
"312426","18286",1514349,"courier","app","android"
"312634","183192",334418,"courier","web","mac"
"312858","183222",867252,"courier","web","android"
"313236","18332",1432796,"courier","web","android"
"313240","183495",337243,"courier","",""
"313339","183508",654335,"courier","app","ios"
"313639","183840",903468,"courier","app","android"
"313749","183978",905205,"courier","web","windows"
"313826","184078",824819,"courier","app","ios"
"313842","18419",1742479,"courier","web","windows"
"314233","184475",587038,"courier","app","ios"
"314305","184498",1649081,"courier","app","ios"
"314905","184529",815701,"courier","app","android"
"314914","184561",1989779,"courier","app","mac"
"315135","184579",2077151,"courier","app","ios"
"315256","184589",1882617,"courier","app","mac"
"315388","184639",1126066,"courier","web","windows"
"315544","184672",1991547,"courier","web","windows"
"315593","184720",2088069,"courier","web","windows"
"315609","184871",1380290,"courier","app","android"
"315611","185041",1225008,"courier","app","android"
"315754","185085",1534092,"courier","app","android"
"316154","185105",2077825,"courier","app","ios"
"316308","185121",1216339,"courier","app","ios"
"316309","185139",2077866,"courier","web","windows"
"316329","185186",2078290,"courier","app","android"
"316455","185239",2350954,"courier","app","android"
"316456","185273",1911565,"courier","app","android"
"316612","185290",2408347,"courier","app","windows"
"316618","18531",1564032,"courier","app","android"
"316986","185430",1679078,"courier","app","android"
"317242","185457",2478801,"courier","app","android"
"317254","185468",981654,"courier","app","android"
"317284","18548",1578947,"courier","app","android"
"318514","185598",230380,"courier","app","android"
"318574","185644",390776,"courier","app","android"
"318655","185653",1666543,"courier","app","android"
"318772","185663",2078800,"courier","app","android"
"318808","185772",1225948,"courier","web","windows"
"319358","185804",2079048,"courier","app","android"
"319501","185825",146919,"courier","app","android"
"319550","18594",1285923,"courier","web","windows"
"319928","185944",1650605,"courier","app","ios"
"320288","185970",1874766,"courier","web","windows"
"320400","186115",1035121,"courier","web","linux"
"320463","186136",2176722,"courier","web","windows"
"320465","186161",906209,"courier","app","ios"
"320477","186407",1590440,"courier","web","mac"
"320587","186421",2079984,"courier","app","android"
"320636","18646",252572,"courier","web","windows"
"321036","186477",1535545,"courier","app","android"
"321283","186552",2170705,"courier","app","android"
"321285","186552",813937,"courier","app","android"
"321312","186645",2103755,"courier","app","android"
"321321","186668",2113539,"courier","app","android"
"321417","186723",2405200,"courier","web","windows"
"321431","186766",2080633,"courier","web","windows"
"321456","186817",935686,"courier","web","windows"
"321612","186836",1981978,"courier","app","ios"
"321621","186874",1959804,"courier","app","android"
"321684","186965",2571828,"courier","web","ios"
"321685","186989",1988072,"courier","app","android"
"321739","187",1373853,"courier","app","android"
"321977","187127",878868,"courier","web","mac"
"322457","187132",2081369,"courier","app","android"
"322556","187365",2300718,"courier","web","windows"
"322565","187370",2166479,"courier","app","android"
"322583","187395",2081674,"courier","web","windows"
"322595","187395",2834678,"courier","web","windows"
"322633","187459",2906488,"courier","web","windows"
"322634","187524",2446168,"courier","web","ios"
"322635","187527",2081588,"courier","app","ios"
"322651","187562",1874768,"courier","app","ios"
"322700","187636",797740,"courier","web","windows"
"322709","187640",1587818,"courier","web","mac"
"322808","187645",1091399,"courier","web","mac"
"322828","187702",1970341,"courier","web","windows"
"322908","187795",1949502,"courier","app","android"
"322933","187979",2170068,"courier","app","android"
"322934","187981",1840812,"courier","app","ios"
"323044","188053",1865155,"courier","app","android"
"323564","188079",1565042,"courier","web","android"
"323921","188113",1814708,"courier","web","windows"
"324002","188124",200733,"courier","web","windows"
"324154","188162",2078830,"courier","web","windows"
"324155","188162",2416652,"courier","web","windows"
"324188","188276",1292767,"courier","web","windows"
"324298","188335",2080482,"pickup","web","android"
"324299","188395",2442896,"courier","web","windows"
"324317","188438",2083848,"courier","web","windows"
"324397","188468",1453467,"courier","web","windows"
"324433","18856",1853183,"courier","web","android"
"324576","188608",1887471,"courier","app","android"
"324612","18863",2131876,"courier","web","windows"
"324636","188653",1588147,"courier","app","ios"
"324792","188667",1129921,"courier","web","windows"
"324827","188704",2362668,"courier","web","windows"
"324862","188746",2084217,"courier","app","ios"
"324871","188750",2084411,"courier","web","windows"
"324887","188866",1051512,"courier","app","ios"
"324899","18895",627719,"courier","web","mac"
"324948","188957",1961882,"courier","web","windows"
"325020","188969",697634,"courier","app","ios"
"325342","188995",905803,"courier","app","ios"
"326859","188999",477976,"courier","app","android"
"326922","189044",2759791,"courier","app","ios"
"326946","189046",1844658,"courier","web","windows"
"327156","189075",2088355,"courier","web","ios"
"327186","18910",1024190,"courier","app","ios"
"327226","189125",1637069,"courier","app","ios"
"327746","18914",1670561,"pickup","app","android"
"328396","189196",624237,"courier","web","android"
"328405","189331",1843478,"courier","web","windows"
"328626","189367",1886937,"courier","web","windows"
"328806","189468",942340,"courier","app","ios"
"328836","189576",1651360,"courier","web","windows"
"329057","189826",1234378,"courier","web","windows"
"329081","190128",287593,"courier","app","android"
"329137","190129",323733,"courier","app","android"
"329305","190287",828164,"courier","web","windows"
"329340","190331",828429,"courier","web","windows"
"330529","19039",315650,"courier","app","ios"
"330943","190430",950847,"courier","app","ios"
"331083","190604",829541,"courier","web","windows"
"331125","190610",829929,"courier","web","windows"
"331235","19066",1998714,"courier","app","android"
"331417","190954",242109,"courier","web","windows"
"331795","190984",1030854,"courier","app","android"
"332016","190995",145170,"courier","web","mac"
"332146","191",1408383,"courier","app","ios"
"333686","19101",1460023,"courier","app","ios"
"334232","191136",1368167,"courier","app","android"
"334295","19154",1957863,"courier","app","ios"
"334337","19156",1338745,"courier","app","ios"
"334506","19170",1813275,"courier","web","windows"
"334744","192020",320120,"courier","app","ios"
"334864","19213",1021165,"courier","app","android"
"338374","192172",836482,"courier","app","android"
"338530","1924",1192402,"courier","app","ios"
"340450","192750",404226,"courier","app","android"
"340492","192875",898717,"courier","app","android"
"340548","192934",836493,"courier","app","android"
"340597","192985",841442,"courier","app","ios"
"340603","193296",1790800,"courier","app","ios"
"340720","193398",1337256,"courier","app","ios"
"340800","19362",2042392,"courier","app","ios"
"341034","193833",1680530,"courier","app","ios"
"341188","1940",1697047,"courier","app","ios"
"341308","19406",1815554,"courier","web","windows"
"341512","19411",1848648,"courier","web","windows"
"341548","194359",1406848,"courier","app","android"
"341833","194465",1793470,"courier","app","android"
"341837","194480",1793581,"courier","app","android"
"342075","194497",1793543,"courier","web","windows"
"342129","1945",1684705,"courier","web","windows"
"342566","194550",1450156,"courier","web","windows"
"342643","194619",913777,"courier","app","android"
"342763","194750",1794298,"courier","app","android"
"342767","194833",1794335,"courier","web","windows"
"342792","19506",1050231,"courier","app","ios"
"343192","195094",1902484,"courier","app","ios"
"343217","19510",2811623,"courier","web","windows"
"343223","1953",1538336,"courier","app","android"
"343418","195375",1795317,"courier","web","windows"
"344027","195539",235604,"courier","web","windows"
"344090","195576",1550236,"courier","web","mac"
"344555","195580",2118836,"courier","web","windows"
"344597","195595",1204201,"courier","app","ios"
"344633","195648",1795824,"courier","web","android"
"344675","195687",1634315,"courier","web","windows"
"344818","19574",1293410,"courier","web","windows"
"344906","195759",1110112,"courier","app","ios"
"344922","19577",1085677,"courier","app","ios"
"346147","195778",1796654,"courier","app","android"
"346167","195921",616977,"courier","web","windows"
"346453","195965",1796881,"courier","app","android"
"346473","195991",449988,"courier","web","windows"
"346627","196045",1796873,"courier","app","android"
"346647","196156",1797082,"courier","app","android"
"346902","196307",1400761,"courier","app","ios"
"347112","196371",1797412,"courier","web","windows"
"347118","196374",2916667,"courier","web","windows"
"347119","196395",1796020,"courier","app","android"
"347135","196405",1791875,"courier","web","windows"
"347171","196418",1600977,"courier","app","ios"
"347243","19646",240812,"courier","web","mac"
"347771","196570",2121216,"courier","web","windows"
"347831","196581",267651,"courier","web","windows"
"348299","19668",280426,"courier","web","windows"
"349742","196811",1798729,"courier","web","windows"
"349796","19682",1998897,"courier","app","android"
"349886","196911",1458753,"courier","app","android"
"350081","19700",459774,"express_delivery","web","windows"
"350725","197118",1799999,"courier","app","ios"
"350779","197160",1798685,"courier","app","ios"
"350821","1972",1611427,"courier","app","android"
"351465","197208",1431350,"courier","app","android"
"351495","197355",1799895,"courier","app","android"
"351575","197391",135310,"courier","web","mac"
"351595","197787",1845144,"courier","web","windows"
"351611","197913",963315,"courier","app","android"
"351660","197914",1534490,"courier","app","ios"
"351920","198017",2015855,"courier","app","ios"
"352761","198050",1065590,"courier","web","windows"
"352982","198136",967411,"courier","web","windows"
"353150","19814",1513339,"courier","app","android"
"353702","19822",1831903,"courier","app","ios"
"355270","198243",1850703,"courier","web","windows"
"355984","198254",403303,"courier","web","windows"
"355990","198287",1949683,"courier","web","mac"
"356150","198385",1805775,"courier","web","windows"
"356436","198417",2261284,"courier","app","android"
"356466","198536",137769,"courier","web","windows"
"356846","198553",874876,"courier","app","ios"
"356978","19856",1888933,"courier","web","mac"
"357034","198566",570476,"courier","web","windows"
"357448","198615",1934268,"courier","app","ios"
"357822","198652",1739498,"courier","web","windows"
"358030","198734",1340407,"courier","web","ios"
"358240","198917",2087488,"courier","web","mac"
"358241","199081",2061000,"courier","web","windows"
"358247","19909",1638155,"courier","web","android"
"359425","199169",2118450,"courier","app","ios"
"359449","199249",1313051,"courier","app","ios"
"360299","199250",1970835,"courier","app","ios"
"360443","199516",52036,"courier","app","ios"
"360479","199566",1942668,"courier","app","android"
"360779","199571",428552,"courier","app","ios"
"360849","199572",1875706,"courier","web","mac"
"361009","19959",878865,"courier","web","windows"
"361119","199659",1888181,"courier","app","ios"
"361379","199792",2088978,"courier","app","ios"
"361383","199869",1559780,"courier","app","ios"
"361563","19997",1241406,"courier","web","mac"
"361743","20000",1549997,"courier","web","windows"
"362766","20020",1716555,"courier","app","android"
"362976","200261",1105261,"courier","web","windows"
"363021","20027",1749923,"courier","app","android"
"367557","200357",1105273,"courier","app","android"
"367597","200445",57115,"courier","app","windows"
"367622","200462",293912,"courier","web","windows"
"367678","20051",1395820,"courier","web","windows"
"367948","200514",2404319,"pickup","app","android"
"367952","200514",2091222,"pickup","app","android"
"367961","200549",1515578,"courier","web","windows"
"367991","20073",1575961,"courier","web","windows"
"368390","200839",2327856,"courier","web","windows"
"368507","200889",2086287,"courier","app","android"
"368957","200902",523064,"courier","app","ios"
"369048","200905",2090826,"courier","web","ios"
"369300","200909",1945521,"courier","app","android"
"369390","200925",682079,"courier","web","windows"
"369500","200931",1855648,"courier","app","ios"
"369620","200988",2091343,"courier","web","android"
"370120","201032",1282167,"courier","web","windows"
"370155","201218",1814880,"courier","web","linux"
"370359","2014",1371822,"courier","web","windows"
"372564","201446",948467,"courier","app","ios"
"372652","201454",1951098,"courier","web","windows"
"372672","20153",1210324,"courier","app","android"
"374004","201669",903585,"courier","app","android"
"374441","201685",1939010,"courier","web","windows"
"374562","201915",922159,"courier","app","android"
"374570","201933",2093204,"courier","web","windows"
"374739","202103",263020,"courier","web","mac"
"374992","202132",1271772,"courier","app","ios"
"375486","20216",1882055,"courier","app","ios"
"375695","202337",2168059,"courier","app","android"
"375755","20271",1765118,"courier","web","windows"
"376195","202875",1494935,"courier","app","android"
"376327","20297",1999360,"pickup","web","windows"
"376391","202982",903161,"courier","app","android"
"376511","20311",1459419,"courier","web","windows"
"377036","20314",1920566,"courier","app","android"
"377038","20329",1010359,"courier","app","ios"
"377178","20333",995931,"courier","app","ios"
"377502","203366",865083,"courier","web","windows"
"377514","203412",907767,"courier","app","android"
"377604","20347",1016881,"courier","app","ios"
"377842","203752",847176,"courier","app","android"
"377985","203848",1734731,"courier","app","ios"
"378084","20403",1585660,"courier","app","android"
"378339","20405",1956360,"courier","app","ios"
"378549","204157",582041,"courier","web","ios"
"378574","20432",1999145,"courier","web","windows"
"378594","20452",255666,"courier","web","windows"
"378951","20475",1296662,"courier","app","android"
"379206","20504",910584,"courier","app","android"
"379430","205063",306190,"courier","app","ios"
"379460","205186",912049,"courier","app","android"
"379640","20549",1729868,"courier","web","windows"
"379808","205511",858083,"courier","web","windows"
"379862","205537",2380399,"courier","web","windows"
"379880","205585",2322697,"courier","app","ios"
"379925","205635",1560563,"courier","web","windows"
"379979","205812",1434993,"courier","web","windows"
"380183","205818",1831338,"courier","web","windows"
"380223","205871",1800680,"courier","web","windows"
"380235","2059",92866,"courier","web","windows"
"380403","206064",972035,"courier","web","windows"
"380675","206120",2916297,"courier","web","windows"
"380677","206234",1844642,"courier","app","ios"
"380717","206257",1185897,"pickup","web","mac"
"380742","206349",1847283,"courier","web","ios"
"380751","206476",330510,"courier","web","windows"
"380889","20651",1838180,"express_delivery","app","ios"
"382637","206604",1487305,"courier","web","windows"
"382829","20663",1999984,"courier","web","windows"
"382985","206631",1461470,"courier","app","ios"
"382989","206695",2139622,"courier","app","android"
"383019","206817",1017950,"courier","web","windows"
"383459","20693",2231880,"courier","web","windows"
"383489","206965",1802946,"courier","app","ios"
"383857","206995",2315408,"courier","app","android"
"383897","207038",1654283,"courier","app","android"
"383953","207065",1805375,"courier","web","android"
"384061","207236",1812783,"express_delivery","app","ios"
"384127","207437",449424,"courier","app","ios"
"384426","207449",1803856,"courier","app","android"
"384516","207467",1590233,"courier","app","ios"
"384517","207467",1662597,"courier","app","ios"
"384548","207690",956427,"courier","app","android"
"384834","207754",1642768,"courier","app","android"
"384924","2079",321083,"courier","app","ios"
"385196","208025",499051,"courier","web","windows"
"385284","20826",2798005,"courier","app","android"
"385286","208382",1881478,"courier","app","android"
"385290","208411",2357226,"courier","app","android"
"385296","2085",1697224,"courier","web","mac"
"385332","208521",210033,"courier","app","android"
"385381","208585",1806115,"courier","app","ios"
"385417","20868",487027,"courier","web","windows"
"386569","208767",243994,"courier","app","android"
"386629","208803",1339094,"courier","web","ios"
"386761","20885",1634018,"courier","app","android"
"388084","20894",1642718,"courier","app","ios"
"389056","20916",1188928,"courier","app","android"
"389236","209195",1256696,"courier","app","mac"
"389366","209453",1808734,"courier","app","android"
"389429","209558",1687220,"courier","web","windows"
"389492","20971",950087,"courier","web","windows"
"390329","209827",991727,"courier","app","android"
"390354","210240",2094287,"courier","web","windows"
"390369","21034",945124,"courier","web","windows"
"390787","21037",1567452,"courier","app","android"
"391247","210639",1895895,"courier","app","ios"
"391263","210646",1058167,"courier","app","android"
"391497","210658",1986184,"courier","app","android"
"391767","210709",2094918,"courier","app","ios"
"391807","21075",1332883,"courier","web","windows"
"392062","210853",948978,"courier","web","windows"
"392161","210947",1538873,"courier","app","android"
"392188","210961",939846,"courier","web","ios"
"392197","210976",1077501,"courier","app","ios"
"392202","210976",1879057,"courier","app","ios"
"392240","2110",1409140,"courier","web","mac"
"392636","211365",1580304,"courier","web","windows"
"392700","211457",1925524,"courier","web","windows"
"392735","2116",1065907,"courier","app","android"
"393153","211623",2096832,"courier","app","android"
"393188","211683",1208627,"courier","web","windows"
"393398","211775",1950276,"courier","app","ios"
"393406","211795",2096917,"courier","app","ios"
"393431","211813",2096905,"courier","app","android"
"393551","211833",2417081,"courier","app","windows"
"393555","212093",1668173,"courier","app","android"
"393933","212104",1820890,"courier","web","windows"
"394032","212168",2097552,"courier","web","windows"
"394162","212224",1708911,"courier","app","ios"
"394342","212277",1850019,"courier","app","android"
"394682","212298",1055322,"courier","app","android"
"394814","212410",1311371,"courier","app","android"
"394870","212437",1899447,"courier","web","windows"
"395014","212478",2113137,"courier","web","windows"
"395039","21250",462829,"courier","app","ios"
"396635","212745",1660329,"courier","app","ios"
"396716","21281",1322378,"courier","app","android"
"397076","212974",1341167,"courier","web","windows"
"397256","213022",1843570,"courier","app","ios"
"397310","213066",1085854,"courier","app","android"
"397709","213096",2120802,"courier","app","android"
"397711","213096",2099714,"courier","app","android"
"397767","21320",309322,"express_delivery","web","windows"
"398127","21332",1479678,"courier","app","android"
"398257","213441",392283,"courier","app","android"
"398337","2137",1472139,"courier","app","android"
"398737","213728",543948,"courier","app","android"
"398836","21385",1998892,"courier","app","android"
"398860","21386",2000414,"courier","app","android"
"399064","214284",864215,"courier","app","ios"
"399076","21432",1268125,"courier","web","windows"
"399490","214594",865118,"courier","app","ios"
"399622","21477",969630,"courier","app","ios"
"399964","21484",1376081,"courier","app","android"
"400216","214912",867417,"courier","app","windows"
"400276","214963",2424969,"courier","app","android"
"400286","21537",640028,"courier","web","ios"
"400334","215427",941179,"courier","app","android"
"400406","215610",1073423,"courier","web","windows"
"400502","215687",144469,"courier","app","android"
"400538","215707",1083939,"courier","app","android"
"400810","215732",1810885,"courier","web","mac"
"400920","215737",1097314,"courier","app","android"
"401116","21581",2000677,"courier","app","ios"
"401125","215822",221391,"courier","app","ios"
"401281","216138",1241878,"courier","web","windows"
"401537","21629",2059402,"courier","app","ios"
"401572","216386",1012478,"courier","web","windows"
"401621","216613",1824985,"courier","app","ios"
"401663","21664",1869920,"courier","app","ios"
"401806","216878",2317170,"courier","app","android"
"401822","217017",1552487,"courier","web","windows"
"401861","217061",2444793,"courier","web","windows"
"401893","21709",2000452,"courier","web","android"
"401897","217115",1814038,"courier","web","windows"
"401927","217241",1814365,"courier","app","android"
"401962","217275",1365436,"express_delivery","app","ios"
"402022","217276",1586323,"courier","web","windows"
"402121","21749",680632,"courier","web","mac"
"402391","217725",1251476,"courier","app","ios"
"402461","21797",1406490,"courier","web","windows"
"402629","218087",675620,"courier","app","ios"
"402641","21812",887869,"courier","web","mac"
"403193","218178",1816342,"courier","web","windows"
"403273","218483",2099729,"courier","app","android"
"403373","218562",1560433,"courier","app","ios"
"403577","218591",2099957,"courier","app","ios"
"403601","21868",1941729,"courier","app","android"
"403817","218697",878465,"courier","app","ios"
"403898","21879",1870693,"express_delivery","web","windows"
"404067","218894",1670582,"courier","app","android"
"404144","2189",1218031,"courier","app","ios"
"404898","219034",1926517,"courier","app","ios"
"405250","219156",1601302,"courier","web","windows"
"405340","219290",1087034,"courier","web","mac"
"405460","219300",1918842,"courier","web","windows"
"405462","219300",1246572,"courier","web","windows"
"405464","219300",1943946,"courier","web","windows"
"405477","219300",2072523,"courier","web","windows"
"405516","219300",2637971,"courier","web","windows"
"405519","219300",2072438,"courier","web","windows"
"405535","219300",2612169,"courier","web","windows"
"405563","219300",2638505,"courier","web","windows"
"405566","219300",2638781,"courier","web","windows"
"405584","219306",2156157,"courier","app","ios"
"405585","219306",2093609,"courier","app","ios"
"405729","219326",2101423,"courier","app","android"
"405730","219326",2250627,"courier","app","android"
"405963","219388",891778,"courier","app","ios"
"406197","21940",1114711,"courier","web","windows"
"406257","219428",2723051,"courier","web","windows"
"406281","219441",1864040,"courier","web","windows"
"406341","219445",2107563,"courier","app","android"
"406397","219454",2101667,"courier","app","ios"
"406413","219465",722761,"courier","app","android"
"406589","219478",2120439,"courier","web","windows"
"406729","219648",878416,"courier","app","ios"
"406754","219654",1534329,"courier","app","ios"
"406774","219700",1231608,"courier","web","windows"
"406790","219713",1517905,"courier","app","android"
"406966","219719",1851824,"courier","web","ios"
"407555","21976",739873,"courier","app","ios"
"411764","21983",1421203,"courier","web","windows"
"411896","220020",2102638,"courier","web","windows"
"411916","220027",553292,"courier","app","android"
"412204","220186",1628281,"courier","web","windows"
"412218","220186",2798924,"courier","web","windows"
"412385","220192",2103339,"courier","app","android"
"412441","220205",2407154,"courier","web","windows"
"412453","220221",983978,"courier","app","ios"
"412525","220285",2713788,"courier","web","windows"
"412529","220294",1721483,"courier","web","android"
"412628","22035",1028468,"courier","app","android"
"412951","220392",2103356,"courier","web","windows"
"412971","220507",1462288,"courier","app","android"
"412975","22054",875508,"courier","web","windows"
"413017","22061",109375,"courier","app","ios"
"413417","220892",1644894,"courier","web","windows"
"413516","220893",461825,"courier","app","ios"
"413724","220926",1517245,"courier","web","windows"
"413834","220961",1896125,"courier","app","ios"
"413946","221057",1966168,"courier","app","android"
"413988","221070",2104726,"courier","app","ios"
"414068","221224",1219104,"courier","web","windows"
"414110","221227",795867,"courier","app","android"
"414155","221234",1443819,"courier","app","ios"
"414180","22128",1880656,"courier","app","android"
"414222","221296",1888417,"courier","web","windows"
"414270","221325",2412957,"courier","app","android"
"414298","221422",35350,"courier","web","windows"
"414408","221444",1118209,"courier","web","windows"
"414552","221445",1879539,"courier","web","linux"
"414584","221543",1398376,"courier","web","mac"
"414894","221574",2107050,"courier","web","windows"
"415024","221623",1226332,"courier","web","windows"
"415134","221634",8699,"courier","app","ios"
"415146","221723",1687202,"courier","app","android"
"415678","2218",113979,"courier","app","ios"
"416378","221804",722877,"courier","app","ios"
"417092","221817",134349,"courier","web","windows"
"417120","221823",1208999,"courier","web","android"
"417150","221951",2864232,"courier","web","mac"
"417151","222020",2106713,"courier","app","ios"
"417271","222061",642834,"courier","app","ios"
"417301","222128",1403501,"courier","app","android"
"417607","222231",2107177,"courier","web","windows"
"417611","222231",2246025,"courier","web","windows"
"417612","222293",1058789,"courier","web","windows"
"417613","222348",2107499,"courier","web","windows"
"417638","222422",1758072,"courier","web","android"
"417838","222470",2148933,"courier","app","android"
"417970","222484",2107573,"courier","web","android"
"418139","222527",2107800,"courier","app","ios"
"418209","222552",1518649,"courier","app","ios"
"418281","222554",1130534,"courier","app","android"
"418391","222621",1666779,"courier","web","windows"
"418471","22268",1298575,"courier","web","windows"
"419591","222947",2110719,"courier","app","android"
"419681","22295",852784,"courier","app","ios"
"419769","222969",2108747,"courier","app","ios"
"420035","223038",103951,"courier","app","ios"
"420065","223048",1895473,"courier","web","ios"
"420113","223061",1213557,"courier","app","android"
"420223","223340",2187131,"courier","app","ios"
"420331","22340",1658518,"courier","web","windows"
"420979","223464",1278582,"courier","app","android"
"421111","223510",2109796,"courier","web","windows"
"421120","223552",1905136,"courier","app","android"
"421318","223607",1996751,"courier","app","ios"
"421322","223677",134884,"courier","app","ios"
"421394","22373",1271998,"courier","web","windows"
"421586","223741",969921,"courier","app","android"
"421726","224234",314627,"courier","app","ios"
"421858","22426",1274500,"courier","app","ios"
"421864","224348",2442786,"courier","app","ios"
"421924","224403",193522,"courier","app","ios"
"421952","224532",394722,"courier","app","ios"
"421972","22457",1795653,"courier","web","windows"
"422116","224665",933691,"courier","app","android"
"422125","224765",877162,"courier","app","ios"
"422279","224898",400654,"courier","app","ios"
"422983","22606",302960,"courier","app","android"
"423340","226075",885159,"courier","web","windows"
"423472","226107",873355,"courier","app","android"
"423523","226248",899866,"courier","app","android"
"423603","2266",404233,"courier","web","windows"
"423888","22669",1415904,"courier","web","windows"
"424143","226878",1190918,"courier","app","ios"
"424233","22691",69039,"courier","app","ios"
"424253","22699",1995889,"courier","app","android"
"424799","227133",887703,"courier","app","ios"
"424808","227133",252532,"courier","app","ios"
"424906","227911",1818129,"courier","web","windows"
"424996","227940",1818435,"courier","app","ios"
"425008","227967",1818132,"courier","app","ios"
"425009","228128",739966,"courier","app","android"
"425099","228227",1264735,"courier","web","mac"
"425189","22828",201198,"courier","app","ios"
"425345","228285",1673492,"courier","web","windows"
"425477","22830",2001527,"courier","web","windows"
"425576","22831",433555,"courier","web","mac"
"425741","22833",1930377,"courier","web","ios"
"425951","228372",1825818,"courier","app","android"
"426021","22838",278423,"courier","web","windows"
"427309","228393",1027930,"courier","app","ios"
"427549","228425",1650104,"courier","app","ios"
"427645","228480",1818959,"courier","web","windows"
"427670","228595",2550341,"courier","app","android"
"427671","228595",1923212,"courier","app","android"
"427672","228595",2449159,"courier","app","android"
"427673","228595",2900383,"courier","app","android"
"427674","22937",1426552,"courier","app","ios"
"428402","22940",1236562,"courier","app","android"
"429575","229463",1544944,"courier","web","windows"
"429639","229532",1585529,"courier","web","windows"
"429664","229586",264873,"courier","app","android"
"429796","22965",356106,"courier","web","windows"
"431231","22977",446598,"courier","app","android"
"431671","230033",94092,"courier","web","windows"
"432085","230073",1960705,"courier","app","android"
"432086","230095",1823011,"courier","app","android"
"432255","230159",2415247,"courier","app","android"
"432267","230186",1823186,"courier","web","windows"
"432365","230663",1824285,"courier","app","android"
"432485","230868",1824547,"courier","app","android"
"432521","230908",877615,"courier","app","ios"
"432527","230926",812564,"courier","app","ios"
"432557","23101",720412,"courier","app","android"
"432613","231082",1049004,"courier","app","ios"
"432723","231169",1212732,"courier","app","ios"
"432803","231229",2356762,"courier","app","android"
"432809","231316",2369368,"courier","web","mac"
"432829","231325",2414666,"courier","app","ios"
"432841","23156",321606,"courier","app","android"
"435321","232217",715151,"courier","web","mac"
"435441","232224",2131348,"courier","app","android"
"435446","232224",1132085,"courier","app","android"
"435466","232463",1546288,"courier","web","windows"
"435491","23257",568475,"courier","app","android"
"439667","233242",224122,"courier","app","android"
"439716","233294",624463,"courier","app","ios"
"439746","233679",146556,"courier","app","ios"
"439766","233923",2228270,"courier","app","android"
"439796","233944",352099,"courier","web","windows"
"439828","234095",1831823,"courier","app","android"
"439924","234148",1832214,"courier","app","android"
"439990","234317",1636338,"courier","app","ios"
"440266","234521",1608685,"courier","app","android"
"440420","23461",1324913,"courier","app","ios"
"440630","234737",1863011,"courier","web","windows"
"440693","23479",1506873,"courier","app","android"
"443555","23483",2148349,"courier","app","android"
"443559","235",491247,"courier","app","android"
"444039","23506",2001985,"courier","web","android"
"444081","235142",1835289,"courier","web","linux"
"444169","235150",1834430,"courier","web","windows"
"444295","235213",1835234,"courier","app","android"
"444330","23537",1273324,"courier","app","ios"
"445043","23559",662173,"courier","app","android"
"445106","23575",1864268,"courier","app","ios"
