"","CE_id","user_id","mean_rate","satisfaction","avg_check","timediff_order"
"268587","CE_1043",1698908,3.67,"Passives",190.33,99
"268767","CE_1044",2065552,5,"Promoters",175.685,82
"268830","CE_1045",1135626,3.5,"Passives",152.895,156
"268940","CE_1046",1464515,2.31,"Detractors",120.275,124
"268971","CE_1047",2480058,2.31,"Detractors",120.275,124
"269005","CE_1048",1306111,3.57,"Passives",83.31,78
"269173","CE_1049",1637612,4.67,"Promoters",121.14,123
"269341","CE_1050",1761613,5,"Promoters",125.3,109
"269549","CE_1051",1896654,4.11,"Promoters",121.715,100
"269834","CE_1052",510566,4.57,"Promoters",68.135,152
"270824","CE_1053",1812816,0.06,"Detractors",153.76,107
"271147","CE_1054",1546057,3.17,"Passives",189.955,119
"271303","CE_1055",2065520,2.35,"Detractors",219.06,76
"271507","CE_1056",1333936,0.67,"Detractors",106.635,109
"271699","CE_1057",1655460,3.8,"Passives",95.27,72
"271729","CE_1058",2066406,2.5,"Detractors",90.68,60
"271745","CE_1059",1478717,0.33,"Detractors",141.08,132
"272000","CE_1060",2751916,4.89,"Promoters",81.035,73
"272002","CE_1061",1663690,4.29,"Promoters",116.405,114
"272226","CE_1062",1376081,0,"NotDefined",120.19,73
"272310","CE_1063",2066607,4.44,"Promoters",270.285,25
"272311","CE_1064",1582766,2.12,"Detractors",130.225,125
"272567","CE_1065",1782753,3.32,"Passives",113.505,76
"272919","CE_1066",1937146,0,"NotDefined",122.29,88
"272955","CE_1067",1662168,0.67,"Detractors",117.82,125
"273210","CE_1068",897154,4.36,"Promoters",229.445,181
"274134","CE_1069",2067336,1.6,"Detractors",146.52,85
"274419","CE_1070",1604507,1.67,"Detractors",162.865,110
"274443","CE_1071",1186230,2,"Detractors",72.815,132
"274452","CE_1072",2304681,0,"NotDefined",327.045,78
"274484","CE_1073",1294959,5,"Promoters",134.74,96
"274533","CE_1074",1949296,5,"Promoters",153.285,96
"274687","CE_1075",1910223,5,"Promoters",121.675,97
"274911","CE_1076",1652669,0.47,"Detractors",72.585,139
"275028","CE_1077",1606398,3.53,"Passives",155.955,127
"275368","CE_1078",1825800,2.1,"Detractors",98.03,107
"275588","CE_1079",2068075,2.57,"Detractors",72.14,85
"275651","CE_1080",1815758,5,"Promoters",127.79,105
"276011","CE_1081",1824657,4.44,"Promoters",144.645,106
"276083","CE_1082",2095482,5,"Promoters",170.52,55
"276092","CE_1083",411729,4.14,"Promoters",176.74,78
"276148","CE_1084",1834947,5,"Promoters",193.92,106
"276184","CE_1085",1437942,0,"NotDefined",115.05,86
"276393","CE_1086",1592651,3,NA,108.815,132
"276465","CE_1087",2845388,1.71,"Detractors",177.925,88
"276469","CE_1088",307331,4.44,"Promoters",108.15,195
"276865","CE_1089",1673025,0.83,"Detractors",126.98,98
"276901","CE_1090",1349365,4.62,"Promoters",89.825,81
"277189","CE_1091",1885418,0,"NotDefined",135.755,125
"277397","CE_1092",2068786,4.54,"Promoters",97.76,77
"277551","CE_1093",1409350,3.75,"Passives",132.205,109
"277839","CE_1094",397089,3.64,"Passives",120.995,194
"278723","CE_1095",1868920,3.57,"Passives",176.06,88
"278919","CE_1096",1883977,5,"Promoters",116.73,93
"279009","CE_1097",1646930,3.33,"Passives",74.165,123
"279034","CE_1098",2086791,2.65,"Detractors",78.06,81
"279203","CE_1099",832408,2.5,"Detractors",124.14,73
"279235","CE_1100",1965909,3.46,"Passives",107.52,94
"279456","CE_1101",334371,4.5,"Promoters",90.59,116
"279596","CE_1102",2069312,4.46,"Promoters",115.39,84
"279804","CE_1103",1944759,3.89,"Passives",123.77,92
"279912","CE_1104",1990642,2.14,"Detractors",132.85,84
"279961","CE_1105",277782,1.88,"Detractors",77.46,213
"280025","CE_1106",816303,3.05,"Passives",103.88,78
"280115","CE_1107",2069401,1.5,"Detractors",99.55,85
"280205","CE_1108",1653507,3.8,"Passives",101.385,99
"280322","CE_1109",1283397,1.8,"Detractors",217.155,146
"280462","CE_1110",1368525,0,"NotDefined",108.575,115
"280588","CE_1111",1161035,4.44,"Promoters",114.725,160
"280644","CE_1112",2070304,3.4,"Passives",127.68,76
"280664","CE_1113",1929640,3.18,"Passives",112.455,97
"280796","CE_1114",2070390,0,"NotDefined",264.925,63
"280832","CE_1115",2542445,3,NA,53.37,17
"280833","CE_1116",1672762,2.5,"Detractors",151.46,99
"280905","CE_1117",1809568,0.5,"Detractors",233.665,106
"281015","CE_1118",121971,1.75,"Detractors",241.175,111
"281095","CE_1119",1909511,1,"Detractors",117.26,77
"281120","CE_1120",1318851,2,"Detractors",212.93,147
"281405","CE_1121",1994501,3.09,"Passives",121.795,120
"281461","CE_1122",1991030,2.6,"Detractors",99.895,70
"281486","CE_1123",2028003,2.21,"Detractors",86.085,86
"281986","CE_1124",454605,0.24,"Detractors",86.395,221
"282426","CE_1125",819344,0.56,"Detractors",132.675,105
"282588","CE_1126",2071339,2,"Detractors",60.675,82
"282598","CE_1127",1025633,4.28,"Promoters",129.1,179
"283012","CE_1128",49454,5,"Promoters",150.905,74
"283024","CE_1129",1383679,3.33,"Passives",122.025,144
"283696","CE_1130",2328456,1.67,"Detractors",188.065,65
"283700","CE_1131",2745815,4.93,"Promoters",90.77,78
"283724","CE_1132",1096128,2.64,"Detractors",142.84,158
"283856","CE_1133",1926964,0.6,"Detractors",175.49,99
"283857","CE_1134",1226662,0.56,"Detractors",118.645,143
"283965","CE_1135",2071544,3,NA,129.625,87
"283981","CE_1136",1125513,1.79,"Detractors",148.89,142
"284275","CE_1137",1511310,3.9,"Passives",107.775,124
"284415","CE_1138",1440177,1.67,"Detractors",134.695,67
"284457","CE_1139",1593410,2.5,"Detractors",82.015,78
"284473","CE_1140",632900,2.14,"Detractors",113.08,126
"284725","CE_1141",1440406,1.91,"Detractors",92.635,158
"284825","CE_1142",961543,2.54,"Detractors",152.48,189
"285001","CE_1143",1608254,4.12,"Promoters",83.08,66
"285078","CE_1144",751466,1.68,"Detractors",166.735,204
"287143","CE_1145",1051708,1.67,"Detractors",100.375,165
"287147","CE_1146",719314,0.75,"Detractors",280.92,182
"287163","CE_1147",1857421,0.5,"Detractors",113.805,107
"287251","CE_1148",1569578,5,"Promoters",184.245,103
"287574","CE_1149",2072746,4.38,"Promoters",228.305,76
"287654","CE_1150",2073186,3.33,"Passives",174.035,74
"287696","CE_1151",1805654,2.5,"Detractors",88.96,107
"287698","CE_1152",2213711,5,"Promoters",124.295,50
"287713","CE_1153",903970,0.62,"Detractors",133.905,196
"288017","CE_1154",1814757,1.67,"Detractors",184.82,77
"288059","CE_1155",1866017,0,"NotDefined",109.5,99
"288140","CE_1156",2157441,3.58,"Passives",72.53,75
"288189","CE_1157",1112454,4,"Promoters",104.465,88
"288243","CE_1158",2074000,2.5,"Detractors",139.35,74
"288299","CE_1159",2073861,3.33,"Passives",114.53,71
"288309","CE_1160",2073555,0,"NotDefined",91.53,56
"288329","CE_1161",1818002,0.71,"Detractors",74.8,105
"288399","CE_1162",1905419,2.92,"Detractors",138.035,102
"288591","CE_1163",368680,4.43,"Promoters",66.99,98
"289095","CE_1164",1826678,4.32,"Promoters",215.605,100
"289909","CE_1165",541717,5,"Promoters",140.97,85
"289963","CE_1166",308230,0.1,"Detractors",159.075,122
"290467","CE_1167",642194,3.11,"Passives",131.01,188
"290575","CE_1168",2075515,1.25,"Detractors",113.465,74
"290595","CE_1169",871465,3.2,"Passives",182.82,125
"290705","CE_1170",2472236,0,"NotDefined",200.865,49
"290714","CE_1171",771093,0.12,"Detractors",93.455,77
"290835","CE_1172",243693,3,NA,117.75,77
"290901","CE_1173",281359,1.67,"Detractors",67.895,202
"290921","CE_1174",2074599,3.75,"Passives",117.495,77
"290985","CE_1175",2075784,3.85,"Passives",185.185,190
"291105","CE_1176",1085394,4.88,"Promoters",149.11,151
"291185","CE_1177",365813,4,"Promoters",100.515,220
"291451","CE_1178",1366684,3.2,"Passives",100.125,128
"292076","CE_1179",1883435,2.09,"Detractors",98.115,97
"292241","CE_1180",1049201,2.12,"Detractors",137.675,172
"292586","CE_1181",1906523,2,"Detractors",81.765,97
"292736","CE_1182",1302224,4.66,"Promoters",141.64,139
"293600","CE_1183",2089452,4,"Promoters",258.56,64
"293630","CE_1184",1950981,4.17,"Promoters",131.425,71
"293672","CE_1185",2292846,1.11,"Detractors",142.2,78
"293676","CE_1186",2076305,4.38,"Promoters",211.825,55
"293740","CE_1187",2079234,5,"Promoters",49.465,81
"293828","CE_1188",2078391,0,"NotDefined",90.815,83
"293982","CE_1189",1282895,4.44,"Promoters",105.43,127
"294099","CE_1190",901038,4,"Promoters",162.395,80
"294180","CE_1191",449848,3.33,"Passives",159.51,169
"294348","CE_1192",1513571,5,"Promoters",166.7,138
"294663","CE_1193",994542,1.88,"Detractors",120.795,150
"294735","CE_1194",2480953,1.33,"Detractors",100.905,141
"294737","CE_1195",1443268,1.33,"Detractors",100.905,141
"294811","CE_1196",1419643,0,"NotDefined",128.555,121
"295096","CE_1197",1483313,4.75,"Promoters",176.82,121
"296280","CE_1198",1758480,5,"Promoters",330.825,95
"296322","CE_1199",1277871,1,"Detractors",122.92,79
"296352","CE_1200",1283203,2.6,"Detractors",156.45,147
"296622","CE_1201",331830,2.69,"Detractors",81.565,229
"296843","CE_1202",1372641,1.86,"Detractors",114.74,126
"296899","CE_1203",1119769,3.75,"Passives",145.74,91
"296917","CE_1204",988328,4.33,"Promoters",87.37,127
"297202","CE_1205",850213,2.5,"Detractors",134.68,35
"297268","CE_1206",1424370,2.33,"Detractors",270.61,103
"297316","CE_1207",1587117,1.3,"Detractors",126.655,131
"297716","CE_1208",1623302,2.2,"Detractors",120.9,113
"297751","CE_1209",437255,3.66,"Passives",199.755,106
"300931","CE_1210",1779579,3.95,"Passives",146.845,113
"300956","CE_1211",1688050,5,"Promoters",183.36,107
"301228","CE_1212",1622579,5,"Promoters",102.545,116
"301270","CE_1213",1779818,0.62,"Detractors",132.08,111
"301300","CE_1214",264766,4.09,"Promoters",87.465,229
"301982","CE_1215",1332693,0,"NotDefined",110.3,87
"302080","CE_1216",1453750,4.72,"Promoters",136.695,95
"302116","CE_1217",2575385,3.07,"Passives",240.61,177
"302118","CE_1218",1780671,0,"NotDefined",130.475,102
"302143","CE_1219",740261,4.09,"Promoters",87.005,139
"302253","CE_1220",1235394,0.77,"Detractors",155.865,152
"302307","CE_1221",2855201,0.77,"Detractors",155.865,152
"302398","CE_1222",1781269,2.5,"Detractors",96.74,105
"302578","CE_1223",1516866,1.67,"Detractors",151.8,133
"302620","CE_1224",1295624,0.42,"Detractors",116.03,144
"302788","CE_1225",302713,2.73,"Detractors",106.43,167
"302953","CE_1226",1121400,0.59,"Detractors",164.885,169
"303283","CE_1227",1224049,0,"NotDefined",118.635,112
"303465","CE_1228",1649306,2.4,"Detractors",120.015,104
"303685","CE_1229",1782933,0,"NotDefined",190.49,112
"303741","CE_1230",476156,3.57,"Passives",165.495,156
"303756","CE_1231",1783209,4.28,"Promoters",105.45,110
"304188","CE_1232",1783588,3.33,"Passives",279.88,90
"304200","CE_1233",1583994,2,"Detractors",143.395,125
"304310","CE_1234",1784070,0,"NotDefined",119.615,111
"304422","CE_1235",1591071,0.31,"Detractors",122.48,123
"304566","CE_1236",2379627,1.67,"Detractors",107.32,97
"304570","CE_1237",1673222,4,"Promoters",126.84,122
"304720","CE_1238",2402414,4.5,"Promoters",89.59,152
"304723","CE_1239",398534,4.5,"Promoters",89.59,152
"304768","CE_1240",1525069,1.19,"Detractors",73.625,156
"304924","CE_1241",1568900,4.47,"Promoters",131.975,135
"305247","CE_1242",2301927,1.83,"Detractors",106.665,103
"305256","CE_1243",1992798,3.75,"Passives",56.035,73
"305424","CE_1244",1177512,3.67,"Passives",72.5,160
"305886","CE_1245",312206,3.39,"Passives",173.945,132
"306346","CE_1246",1416219,3.31,"Passives",88.545,138
"306593","CE_1247",1854491,5,"Promoters",110.69,82
"306602","CE_1248",1092710,1.5,"Detractors",126.81,150
"306712","CE_1249",2589136,4,"Promoters",91.68,105
"306714","CE_1250",1703208,5,"Promoters",158.745,104
"306824","CE_1251",1277678,3.29,"Passives",93.06,108
"307048","CE_1252",1008913,1,"Detractors",102.1,173
"307243","CE_1253",1333203,3.3,"Passives",658.87,121
"307353","CE_1254",1788332,2.78,"Detractors",90.08,125
"307401","CE_1255",1788888,4.29,"Promoters",102.545,115
"307471","CE_1256",1997711,3.08,"Passives",148.17,87
"307699","CE_1257",1121065,2.56,"Detractors",94.675,125
"307762","CE_1258",1482953,2.17,"Detractors",141.96,124
"307942","CE_1259",146846,1.88,"Detractors",150.955,214
"308299","CE_1260",1006476,1.18,"Detractors",103.93,50
"308306","CE_1261",1619161,1.18,"Detractors",103.93,50
"308343","CE_1262",393568,1.05,"Detractors",186.95,141
"308685","CE_1263",891970,4.5,"Promoters",105.34,152
"308853","CE_1264",1620076,4.64,"Promoters",110.24,115
"308996","CE_1265",1360261,3.52,"Passives",157.15,149
"309860","CE_1266",1874434,3.57,"Passives",143.475,83
"309923","CE_1267",294533,2.75,"Detractors",97.42,217
"310343","CE_1268",316248,0.3,"Detractors",187.33,200
"310463","CE_1269",805578,2.14,"Detractors",297.645,183
"310519","CE_1270",1160506,2.03,"Detractors",192.98,183
"310701","CE_1271",1103309,4.64,"Promoters",71.56,155
"310911","CE_1272",625549,2,"Detractors",232.74,205
"310920","CE_1273",1289538,1.43,"Detractors",598.46,218
"310924","CE_1274",224305,1.67,"Detractors",128.8,217
"310988","CE_1275",421412,3,NA,290.965,197
"311028","CE_1276",808631,4,"Promoters",63.24,219
"311030","CE_1277",674112,4,"Promoters",63.24,219
"311031","CE_1278",2492958,3.06,"Passives",99.455,218
"311035","CE_1279",1320961,4.3,"Promoters",119.05,228
"311518","CE_1280",810381,2.69,"Detractors",136.475,214
"311522","CE_1281",808335,2.92,"Detractors",169.59,206
"311564","CE_1282",1125209,3.47,"Passives",187.615,157
"311565","CE_1283",808631,2.5,"Detractors",90.31,211
"311567","CE_1284",808101,1.67,"Detractors",76.17,28
"311582","CE_1285",674348,3.75,"Passives",120.735,42
"311583","CE_1286",811061,4.44,"Promoters",124.005,218
"311704","CE_1287",942489,3.8,"Passives",80.37,194
"312229","CE_1288",338176,0.83,"Detractors",92.255,196
"312230","CE_1289",1329857,2.17,"Detractors",106.94,206
"312234","CE_1290",394897,2.86,"Detractors",126.27,210
"312270","CE_1291",630392,2.86,"Detractors",126.27,210
"312409","CE_1292",2833769,3.78,"Passives",108.195,215
"312410","CE_1293",684990,3.78,"Passives",108.195,215
"312414","CE_1294",506452,2.75,"Detractors",213.715,59
"312426","CE_1295",1514349,3.46,"Passives",162.935,137
"312634","CE_1296",334418,3.43,"Passives",120.975,214
"312858","CE_1297",867252,2.11,"Detractors",49.72,192
"313236","CE_1298",1432796,3.65,"Passives",86.78,144
"313240","CE_1299",337243,3.56,"Passives",75.875,86
"313339","CE_1300",654335,2.19,"Detractors",81.175,181
"313639","CE_1301",903468,3,NA,138.24,177
"313749","CE_1302",905205,5,"Promoters",144.22,153
"313826","CE_1303",824819,2.86,"Detractors",138.23,90
"313842","CE_1304",1742479,4.71,"Promoters",220.66,118
"314233","CE_1305",587038,2.38,"Detractors",113.88,83
"314305","CE_1306",1649081,3.2,"Passives",94.145,128
"314905","CE_1307",815701,3.17,"Passives",302.65,79
"314914","CE_1308",1989779,3.08,"Passives",131.16,94
"315135","CE_1309",2077151,4.54,"Promoters",75.72,76
"315256","CE_1310",1882617,2.73,"Detractors",352.68,100
"315388","CE_1311",1126066,0.42,"Detractors",153.365,142
"315544","CE_1312",1991547,2.86,"Detractors",297.54,81
"315593","CE_1313",2088069,0,"NotDefined",320.92,80
"315609","CE_1314",1380290,5,"Promoters",170.82,60
"315611","CE_1315",1225008,4.21,"Promoters",116.81,150
"315754","CE_1316",1534092,3.5,"Passives",149.405,132
"316154","CE_1317",2077825,3.09,"Passives",280.85,68
"316308","CE_1318",1216339,4.5,"Promoters",108.27,147
"316309","CE_1319",2077866,2.5,"Detractors",93.735,52
"316329","CE_1320",2078290,5,"Promoters",112.95,83
"316455","CE_1321",2350954,3.09,"Passives",102.135,145
"316456","CE_1322",1911565,4.17,"Promoters",139.045,102
"316612","CE_1323",2408347,2.37,"Detractors",108.03,105
"316618","CE_1324",1564032,4.94,"Promoters",220.475,102
"316986","CE_1325",1679078,4.44,"Promoters",77.78,116
"317242","CE_1326",2478801,3.33,"Passives",150.565,40
"317254","CE_1327",981654,2.8,"Detractors",120.075,83
"317284","CE_1328",1578947,4.4,"Promoters",137.67,131
"318514","CE_1329",230380,5,"Promoters",99.365,65
"318574","CE_1330",390776,2.56,"Detractors",133.375,152
"318655","CE_1331",1666543,1.82,"Detractors",146.67,123
"318772","CE_1332",2078800,5,"Promoters",162.075,76
"318808","CE_1333",1225948,0,"NotDefined",218.755,145
"319358","CE_1334",2079048,4.54,"Promoters",72.48,84
"319501","CE_1335",146919,2.71,"Detractors",89.805,75
"319550","CE_1336",1285923,4.16,"Promoters",214.005,153
"319928","CE_1337",1650605,1.25,"Detractors",141.665,125
"320288","CE_1338",1874766,3.5,"Passives",78.18,97
"320400","CE_1339",1035121,0.71,"Detractors",93.4,147
"320463","CE_1340",2176722,1,"Detractors",161.41,76
"320465","CE_1341",906209,1.67,"Detractors",161.825,50
"320477","CE_1342",1590440,3.8,"Passives",141.625,84
"320587","CE_1343",2079984,0.71,"Detractors",70.55,86
"320636","CE_1344",252572,1.45,"Detractors",132.52,201
"321036","CE_1345",1535545,4.92,"Promoters",61.41,122
"321283","CE_1346",2170705,3,NA,97.56,57
"321285","CE_1347",813937,3,NA,97.56,57
"321312","CE_1348",2103755,1.59,"Detractors",150.55,82
"321321","CE_1349",2113539,3.33,"Passives",155.625,63
"321417","CE_1350",2405200,2.5,"Detractors",74.8,61
"321431","CE_1351",2080633,2,"Detractors",146.265,47
"321456","CE_1352",935686,0.83,"Detractors",133.95,197
"321612","CE_1353",1981978,2,"Detractors",152.01,131
"321621","CE_1354",1959804,4.15,"Promoters",113.245,75
"321684","CE_1355",2571828,3,NA,136.86,96
"321685","CE_1356",1988072,1.42,"Detractors",56.24,31
"321739","CE_1357",1373853,3.33,"Passives",121.405,132
"321977","CE_1358",878868,2,"Detractors",155.42,202
"322457","CE_1359",2081369,4.44,"Promoters",256.325,72
"322556","CE_1360",2300718,3.33,"Passives",159.54,35
"322565","CE_1361",2166479,0.83,"Detractors",78.11,75
"322583","CE_1362",2081674,2,"Detractors",277.83,78
"322595","CE_1363",2834678,2,"Detractors",277.83,78
"322633","CE_1364",2906488,2.14,"Detractors",120.785,105
"322634","CE_1365",2446168,3,NA,88.41,77
"322635","CE_1366",2081588,0,"NotDefined",110.865,80
"322651","CE_1367",1874768,2.86,"Detractors",125.945,89
"322700","CE_1368",797740,0,"NotDefined",143.34,65
"322709","CE_1369",1587818,0,"NotDefined",224.615,112
"322808","CE_1370",1091399,2,"Detractors",110.86,157
"322828","CE_1371",1970341,0.62,"Detractors",84.74,94
"322908","CE_1372",1949502,1.72,"Detractors",213.01,82
"322933","CE_1373",2170068,1,"Detractors",448.415,21
"322934","CE_1374",1840812,4.5,"Promoters",97.32,89
"323044","CE_1375",1865155,4.75,"Promoters",152.105,100
"323564","CE_1376",1565042,1.67,"Detractors",138.995,131
"323921","CE_1377",1814708,0.56,"Detractors",93.54,107
"324002","CE_1378",200733,1.88,"Detractors",147.93,82
"324154","CE_1379",2078830,0,"NotDefined",84.965,86
"324155","CE_1380",2416652,0,"NotDefined",84.965,86
"324188","CE_1381",1292767,0.5,"Detractors",207.445,113
"324298","CE_1382",2080482,1.75,"Detractors",116.005,80
"324299","CE_1383",2442896,0,"NotDefined",95.645,113
"324317","CE_1384",2083848,0.62,"Detractors",132.6,83
"324397","CE_1385",1453467,1.67,"Detractors",134.795,75
"324433","CE_1386",1853183,0.91,"Detractors",72.37,96
"324576","CE_1387",1887471,1.5,"Detractors",184.09,105
"324612","CE_1388",2131876,4.29,"Promoters",98.985,104
"324636","CE_1389",1588147,1.25,"Detractors",144.985,119
"324792","CE_1390",1129921,2,"Detractors",75.17,118
"324827","CE_1391",2362668,4.09,"Promoters",75.835,206
"324862","CE_1392",2084217,5,"Promoters",130.225,59
"324871","CE_1393",2084411,3.75,"Passives",72.8,75
"324887","CE_1394",1051512,3.33,"Passives",154.31,70
"324899","CE_1395",627719,0,"NotDefined",423.87,146
"324948","CE_1396",1961882,2.5,"Detractors",205.24,85
"325020","CE_1397",697634,4,"Promoters",148.095,176
"325342","CE_1398",905803,3.95,"Passives",212.99,196
"326859","CE_1399",477976,5,"Promoters",94.75,83
"326922","CE_1400",2759791,3.08,"Passives",107.44,83
"326946","CE_1401",1844658,3.5,"Passives",150.695,108
"327156","CE_1402",2088355,3,NA,150.855,84
"327186","CE_1403",1024190,5,"Promoters",214.37,83
"327226","CE_1404",1637069,4.4,"Promoters",140.06,124
"327746","CE_1405",1670561,0.8,"Detractors",163.39,123
"328396","CE_1406",624237,2.9,"Detractors",46.39,71
"328405","CE_1407",1843478,3.85,"Passives",120.97,107
"328626","CE_1408",1886937,2.25,"Detractors",181.735,100
"328806","CE_1409",942340,3.4,"Passives",172.225,77
"328836","CE_1410",1651360,2.31,"Detractors",110.475,118
"329057","CE_1411",1234378,5,"Promoters",135.355,42
"329081","CE_1412",287593,3.75,"Passives",125.26,42
"329137","CE_1413",323733,3.14,"Passives",112.585,213
"329305","CE_1414",828164,3,NA,140.715,48
"329340","CE_1415",828429,4.5,"Promoters",105.975,215
"330529","CE_1416",315650,4.17,"Promoters",317.785,188
"330943","CE_1417",950847,3.5,"Passives",138.345,191
"331083","CE_1418",829541,0,"NotDefined",69.335,137
"331125","CE_1419",829929,2.2,"Detractors",103.005,151
"331235","CE_1420",1998714,4.33,"Promoters",471.53,69
"331417","CE_1421",242109,3.61,"Passives",82.32,209
"331795","CE_1422",1030854,4.46,"Promoters",160.095,172
"332016","CE_1423",145170,1.67,"Detractors",121.31,207
"332146","CE_1424",1408383,1.74,"Detractors",139.69,148
"333686","CE_1425",1460023,4.48,"Promoters",102.815,137
"334232","CE_1426",1368167,1.86,"Detractors",219.89,127
"334295","CE_1427",1957863,2.67,"Detractors",185.97,85
"334337","CE_1428",1338745,5,"Promoters",87.26,149
"334506","CE_1429",1813275,2.86,"Detractors",137.855,103
"334744","CE_1430",320120,3.08,"Passives",124.72,204
"334864","CE_1431",1021165,5,"Promoters",102.305,181
"338374","CE_1432",836482,0,"NotDefined",105.365,191
"338530","CE_1433",1192402,4.8,"Promoters",85.1,155
"340450","CE_1434",404226,3.33,"Passives",229.645,165
"340492","CE_1435",898717,0.78,"Detractors",141.82,196
"340548","CE_1436",836493,3.91,"Passives",95.15,50
"340597","CE_1437",841442,0,"NotDefined",117.53,209
"340603","CE_1438",1790800,4.89,"Promoters",131.4,104
"340720","CE_1439",1337256,1.25,"Detractors",162.725,133
"340800","CE_1440",2042392,3.54,"Passives",92.35,129
"341034","CE_1441",1680530,2.87,"Detractors",139.315,124
"341188","CE_1442",1697047,4.3,"Promoters",59.86,112
"341308","CE_1443",1815554,2.08,"Detractors",199.065,110
"341512","CE_1444",1848648,0.83,"Detractors",146.815,98
"341548","CE_1445",1406848,5,"Promoters",146.13,133
"341833","CE_1446",1793470,5,"Promoters",109.81,29
"341837","CE_1447",1793581,3.93,"Passives",142.9,112
"342075","CE_1448",1793543,0.83,"Detractors",704.625,106
"342129","CE_1449",1684705,5,"Promoters",92.6,113
"342566","CE_1450",1450156,5,"Promoters",106.045,142
"342643","CE_1451",913777,0.83,"Detractors",105.785,193
"342763","CE_1452",1794298,1,"Detractors",789.735,105
"342767","CE_1453",1794335,3,NA,129.415,110
"342792","CE_1454",1050231,1.9,"Detractors",122.895,176
"343192","CE_1455",1902484,3.4,"Passives",293.595,97
"343217","CE_1456",2811623,2.5,"Detractors",148.085,88
"343223","CE_1457",1538336,1.15,"Detractors",97.92,107
"343418","CE_1458",1795317,1.14,"Detractors",120.93,114
"344027","CE_1459",235604,0,"NotDefined",139.795,157
"344090","CE_1460",1550236,0.16,"Detractors",150.68,125
"344555","CE_1461",2118836,1.92,"Detractors",233.995,134
"344597","CE_1462",1204201,5,"Promoters",137.82,112
"344633","CE_1463",1795824,4.17,"Promoters",95.555,105
"344675","CE_1464",1634315,2.73,"Detractors",114.81,121
"344818","CE_1465",1293410,0.62,"Detractors",96.315,121
"344906","CE_1466",1110112,1.25,"Detractors",151.845,94
"344922","CE_1467",1085677,4.47,"Promoters",159.575,167
"346147","CE_1468",1796654,3.75,"Passives",259.355,102
"346167","CE_1469",616977,1.91,"Detractors",168.46,186
"346453","CE_1470",1796881,3.75,"Passives",223.35,56
"346473","CE_1471",449988,2.64,"Detractors",125.28,109
"346627","CE_1472",1796873,4.75,"Promoters",156.505,94
"346647","CE_1473",1797082,4.13,"Promoters",168.865,168
"346902","CE_1474",1400761,4.21,"Promoters",146.495,143
"347112","CE_1475",1797412,2.5,"Detractors",90.395,29
"347118","CE_1476",2916667,0.62,"Detractors",164.41,97
"347119","CE_1477",1796020,1.67,"Detractors",268.605,112
"347135","CE_1478",1791875,0,"NotDefined",99.43,106
"347171","CE_1479",1600977,0.38,"Detractors",126.285,110
"347243","CE_1480",240812,2.36,"Detractors",145.085,237
"347771","CE_1481",2121216,0,"NotDefined",115.535,32
"347831","CE_1482",267651,1.92,"Detractors",139.035,100
"348299","CE_1483",280426,3.26,"Passives",110.95,120
"349742","CE_1484",1798729,0.62,"Detractors",105.26,114
"349796","CE_1485",1998897,2.22,"Detractors",159.685,58
"349886","CE_1486",1458753,3.85,"Passives",175.205,137
"350081","CE_1487",459774,3.83,"Passives",121.145,231
"350725","CE_1488",1799999,4.17,"Promoters",101.27,110
"350779","CE_1489",1798685,2.5,"Detractors",162.1,110
"350821","CE_1490",1611427,3.35,"Passives",161.535,128
"351465","CE_1491",1431350,1,"Detractors",138.77,131
"351495","CE_1492",1799895,1.12,"Detractors",100.795,110
"351575","CE_1493",135310,0,"NotDefined",124.66,99
"351595","CE_1494",1845144,1.5,"Detractors",117.73,92
"351611","CE_1495",963315,4.09,"Promoters",145.75,88
"351660","CE_1496",1534490,2.08,"Detractors",114.925,174
"351920","CE_1497",2015855,3.97,"Passives",78.655,78
"352761","CE_1498",1065590,3.93,"Passives",90.9,175
"352982","CE_1499",967411,3.67,"Passives",141.45,184
"353150","CE_1500",1513339,4.17,"Promoters",160.55,131
"353702","CE_1501",1831903,4.84,"Promoters",234.39,110
"355270","CE_1502",1850703,4.95,"Promoters",140.16,99
"355984","CE_1503",403303,3.5,"Passives",140.295,81
"355990","CE_1504",1949683,4.2,"Promoters",136.46,77
"356150","CE_1505",1805775,4.62,"Promoters",195.49,111
"356436","CE_1506",2261284,4,"Promoters",80.62,40
"356466","CE_1507",137769,2.63,"Detractors",134.45,209
"356846","CE_1508",874876,4.46,"Promoters",137.735,197
"356978","CE_1509",1888933,5,"Promoters",83.255,102
"357034","CE_1510",570476,2.17,"Detractors",227.13,146
"357448","CE_1511",1934268,3.82,"Passives",104.265,97
"357822","CE_1512",1739498,4.62,"Promoters",122.265,85
"358030","CE_1513",1340407,4.64,"Promoters",139.945,109
"358240","CE_1514",2087488,2,"Detractors",131.015,65
"358241","CE_1515",2061000,2.31,"Detractors",131.14,86
"358247","CE_1516",1638155,4.59,"Promoters",81.8,125
"359425","CE_1517",2118450,5,"Promoters",133.71,70
"359449","CE_1518",1313051,2.69,"Detractors",152.225,82
"360299","CE_1519",1970835,5,"Promoters",160.98,88
"360443","CE_1520",52036,4.83,"Promoters",113.57,62
"360479","CE_1521",1942668,3,NA,90.755,64
"360779","CE_1522",428552,4.29,"Promoters",70.63,72
